matchday_nr,home_team_name,away_team_name,hist_home_team_win,hist_draw,hist_away_team_win,hist_goal_dif,season
3,SC Freiburg,VfB Stuttgart,10.0,3.0,21.0,-18.0,2018
3,1. FSV Mainz 05,FC Augsburg,9.0,6.0,7.0,7.0,2018
3,VfL Wolfsburg,Hertha BSC,15.0,13.0,20.0,-11.0,2018
3,Fortuna Düsseldorf,TSG 1899 Hoffenheim,0.0,1.0,1.0,-3.0,2018
4,FC Schalke 04,FC Bayern München,18.0,28.0,50.0,-98.0,2018
4,TSG 1899 Hoffenheim,Borussia Dortmund,5.0,7.0,8.0,-3.0,2018
4,Bayer Leverkusen,1. FSV Mainz 05,10.0,4.0,10.0,0.0,2018
4,VfB Stuttgart,Fortuna Düsseldorf,19.0,10.0,15.0,25.0,2018
4,Eintracht Frankfurt,RB Leipzig,1.0,1.0,2.0,-3.0,2018
4,Hertha BSC,Borussia Mönchengladbach,22.0,14.0,24.0,-5.0,2018
4,FC Augsburg,Werder Bremen,8.0,2.0,4.0,8.0,2018
4,VfL Wolfsburg,SC Freiburg,12.0,8.0,10.0,11.0,2018
4,1. FC Nürnberg,Hannover 96,15.0,16.0,17.0,-2.0,2018
5,FC Bayern München,FC Augsburg,12.0,0.0,2.0,29.0,2018
5,Borussia Dortmund,1. FC Nürnberg,32.0,19.0,13.0,41.0,2018
5,RB Leipzig,VfB Stuttgart,1.0,1.0,0.0,1.0,2018
5,Borussia Mönchengladbach,Eintracht Frankfurt,29.0,25.0,34.0,-8.0,2018
5,Werder Bremen,Hertha BSC,36.0,17.0,19.0,42.0,2018
5,Hannover 96,TSG 1899 Hoffenheim,5.0,2.0,11.0,-14.0,2018
5,SC Freiburg,FC Schalke 04,16.0,7.0,23.0,-17.0,2018
5,1. FSV Mainz 05,VfL Wolfsburg,8.0,14.0,12.0,-3.0,2018
5,Fortuna Düsseldorf,Bayer Leverkusen,7.0,12.0,9.0,-5.0,2018
6,FC Schalke 04,1. FSV Mainz 05,17.0,6.0,5.0,27.0,2018
6,TSG 1899 Hoffenheim,RB Leipzig,2.0,1.0,1.0,6.0,2018
6,Bayer Leverkusen,Borussia Dortmund,27.0,22.0,31.0,-14.0,2018
6,VfB Stuttgart,Werder Bremen,35.0,32.0,35.0,-17.0,2018
6,Eintracht Frankfurt,Hannover 96,18.0,17.0,19.0,1.0,2018
6,Hertha BSC,FC Bayern München,9.0,19.0,38.0,-81.0,2018
6,FC Augsburg,SC Freiburg,4.0,7.0,13.0,-14.0,2018
6,VfL Wolfsburg,Borussia Mönchengladbach,20.0,5.0,11.0,16.0,2018
6,1. FC Nürnberg,Fortuna Düsseldorf,18.0,9.0,9.0,18.0,2018
7,FC Bayern München,Borussia Mönchengladbach,48.0,29.0,23.0,66.0,2018
7,TSG 1899 Hoffenheim,Eintracht Frankfurt,8.0,7.0,3.0,5.0,2018
7,Borussia Dortmund,FC Augsburg,8.0,5.0,1.0,19.0,2018
7,RB Leipzig,1. FC Nürnberg,2.0,0.0,2.0,-1.0,2018
7,Werder Bremen,VfL Wolfsburg,17.0,8.0,17.0,0.0,2018
7,Hannover 96,VfB Stuttgart,21.0,12.0,25.0,-12.0,2018
7,SC Freiburg,Bayer Leverkusen,9.0,11.0,16.0,-22.0,2018
7,1. FSV Mainz 05,Hertha BSC,7.0,13.0,12.0,-17.0,2018
7,Fortuna Düsseldorf,FC Schalke 04,10.0,12.0,18.0,-8.0,2018
8,FC Schalke 04,Werder Bremen,37.0,20.0,41.0,-19.0,2018
8,Bayer Leverkusen,Hannover 96,23.0,12.0,7.0,34.0,2018
8,VfB Stuttgart,Borussia Dortmund,39.0,24.0,35.0,1.0,2018
8,Eintracht Frankfurt,Fortuna Düsseldorf,23.0,15.0,10.0,34.0,2018
8,Borussia Mönchengladbach,1. FSV Mainz 05,11.0,10.0,9.0,6.0,2018
8,Hertha BSC,SC Freiburg,13.0,16.0,9.0,6.0,2018
8,FC Augsburg,RB Leipzig,1.0,1.0,2.0,-2.0,2018
8,VfL Wolfsburg,FC Bayern München,4.0,6.0,32.0,-64.0,2018
8,1. FC Nürnberg,TSG 1899 Hoffenheim,3.0,3.0,4.0,0.0,2018
9,TSG 1899 Hoffenheim,VfB Stuttgart,5.0,5.0,8.0,-7.0,2018
9,Borussia Dortmund,Hertha BSC,27.0,17.0,18.0,25.0,2018
9,RB Leipzig,FC Schalke 04,2.0,1.0,1.0,1.0,2018
9,Werder Bremen,Bayer Leverkusen,26.0,30.0,20.0,-1.0,2018
9,Hannover 96,FC Augsburg,6.0,5.0,3.0,4.0,2018
9,SC Freiburg,Borussia Mönchengladbach,12.0,11.0,11.0,4.0,2018
9,1. FSV Mainz 05,FC Bayern München,4.0,3.0,17.0,-37.0,2018
9,Fortuna Düsseldorf,VfL Wolfsburg,0.0,3.0,3.0,-6.0,2018
9,1. FC Nürnberg,Eintracht Frankfurt,14.0,19.0,25.0,-24.0,2018
10,FC Bayern München,SC Freiburg,26.0,6.0,4.0,54.0,2018
10,FC Schalke 04,Hannover 96,32.0,15.0,17.0,38.0,2018
10,Bayer Leverkusen,TSG 1899 Hoffenheim,14.0,3.0,3.0,23.0,2018
10,VfB Stuttgart,Eintracht Frankfurt,42.0,19.0,31.0,19.0,2018
10,Borussia Mönchengladbach,Fortuna Düsseldorf,23.0,9.0,14.0,27.0,2018
10,Hertha BSC,RB Leipzig,1.0,0.0,3.0,-8.0,2018
10,FC Augsburg,1. FC Nürnberg,3.0,6.0,7.0,-2.0,2018
10,1. FSV Mainz 05,Werder Bremen,6.0,6.0,12.0,-13.0,2018
10,VfL Wolfsburg,Borussia Dortmund,9.0,12.0,23.0,-35.0,2018
11,TSG 1899 Hoffenheim,FC Augsburg,8.0,5.0,3.0,10.0,2018
11,Borussia Dortmund,FC Bayern München,24.0,29.0,45.0,-69.0,2018
11,RB Leipzig,Bayer Leverkusen,2.0,1.0,1.0,-1.0,2018
11,Eintracht Frankfurt,FC Schalke 04,31.0,24.0,33.0,-2.0,2018
11,Werder Bremen,Borussia Mönchengladbach,38.0,23.0,37.0,-14.0,2018
11,Hannover 96,VfL Wolfsburg,15.0,9.0,18.0,-3.0,2018
11,SC Freiburg,1. FSV Mainz 05,11.0,11.0,12.0,-9.0,2018
11,Fortuna Düsseldorf,Hertha BSC,8.0,14.0,8.0,-4.0,2018
11,1. FC Nürnberg,VfB Stuttgart,20.0,16.0,34.0,-45.0,2018
12,FC Bayern München,Fortuna Düsseldorf,27.0,9.0,10.0,47.0,2018
12,FC Schalke 04,1. FC Nürnberg,25.0,14.0,15.0,24.0,2018
12,Bayer Leverkusen,VfB Stuttgart,34.0,19.0,23.0,30.0,2018
12,Borussia Mönchengladbach,Hannover 96,33.0,9.0,16.0,28.0,2018
12,Hertha BSC,TSG 1899 Hoffenheim,5.0,4.0,7.0,-10.0,2018
12,FC Augsburg,Eintracht Frankfurt,5.0,5.0,2.0,4.0,2018
12,SC Freiburg,Werder Bremen,9.0,6.0,21.0,-35.0,2018
12,1. FSV Mainz 05,Borussia Dortmund,4.0,7.0,13.0,-18.0,2018
12,VfL Wolfsburg,RB Leipzig,1.0,1.0,2.0,-3.0,2018
13,TSG 1899 Hoffenheim,FC Schalke 04,7.0,5.0,8.0,-9.0,2018
13,Borussia Dortmund,SC Freiburg,23.0,10.0,3.0,42.0,2018
13,RB Leipzig,Borussia Mönchengladbach,2.0,2.0,0.0,2.0,2018
13,VfB Stuttgart,FC Augsburg,6.0,1.0,9.0,-6.0,2018
13,Eintracht Frankfurt,VfL Wolfsburg,6.0,11.0,17.0,-13.0,2018
13,Werder Bremen,FC Bayern München,26.0,25.0,53.0,-86.0,2018
13,Hannover 96,Hertha BSC,16.0,21.0,27.0,-21.0,2018
13,Fortuna Düsseldorf,1. FSV Mainz 05,4.0,4.0,4.0,-1.0,2018
13,1. FC Nürnberg,Bayer Leverkusen,12.0,13.0,25.0,-39.0,2018
14,FC Bayern München,1. FC Nürnberg,37.0,12.0,11.0,47.0,2018
14,FC Schalke 04,Borussia Dortmund,31.0,29.0,32.0,-11.0,2018
14,Bayer Leverkusen,FC Augsburg,8.0,6.0,0.0,15.0,2018
14,Borussia Mönchengladbach,VfB Stuttgart,28.0,28.0,38.0,-31.0,2018
14,Hertha BSC,Eintracht Frankfurt,28.0,16.0,18.0,23.0,2018
14,Werder Bremen,Fortuna Düsseldorf,19.0,12.0,13.0,12.0,2018
14,SC Freiburg,RB Leipzig,2.0,1.0,3.0,-8.0,2018
14,1. FSV Mainz 05,Hannover 96,14.0,11.0,15.0,-3.0,2018
14,VfL Wolfsburg,TSG 1899 Hoffenheim,9.0,5.0,6.0,8.0,2018
15,TSG 1899 Hoffenheim,Borussia Mönchengladbach,8.0,8.0,6.0,-1.0,2018
15,Borussia Dortmund,Werder Bremen,42.0,17.0,41.0,-6.0,2018
15,RB Leipzig,1. FSV Mainz 05,2.0,1.0,1.0,0.0,2018
15,VfB Stuttgart,Hertha BSC,23.0,16.0,25.0,8.0,2018
15,Eintracht Frankfurt,Bayer Leverkusen,23.0,13.0,30.0,-22.0,2018
15,FC Augsburg,FC Schalke 04,1.0,5.0,8.0,-13.0,2018
15,Hannover 96,FC Bayern München,9.0,8.0,39.0,-100.0,2018
15,Fortuna Düsseldorf,SC Freiburg,5.0,4.0,7.0,-5.0,2018
15,1. FC Nürnberg,VfL Wolfsburg,10.0,11.0,7.0,0.0,2018
16,FC Bayern München,RB Leipzig,3.0,0.0,1.0,5.0,2018
16,FC Schalke 04,Bayer Leverkusen,18.0,20.0,30.0,-16.0,2018
16,Borussia Mönchengladbach,1. FC Nürnberg,27.0,10.0,25.0,16.0,2018
16,Hertha BSC,FC Augsburg,4.0,8.0,2.0,1.0,2018
16,Werder Bremen,TSG 1899 Hoffenheim,9.0,8.0,3.0,8.0,2018
16,SC Freiburg,Hannover 96,11.0,14.0,9.0,5.0,2018
16,1. FSV Mainz 05,Eintracht Frankfurt,7.0,13.0,8.0,-2.0,2018
16,VfL Wolfsburg,VfB Stuttgart,17.0,6.0,17.0,7.0,2018
16,Fortuna Düsseldorf,Borussia Dortmund,14.0,8.0,16.0,-15.0,2018
17,TSG 1899 Hoffenheim,1. FSV Mainz 05,7.0,6.0,7.0,3.0,2018
17,Borussia Dortmund,Borussia Mönchengladbach,35.0,28.0,29.0,11.0,2018
17,Bayer Leverkusen,Hertha BSC,22.0,11.0,11.0,28.0,2018
17,RB Leipzig,Werder Bremen,2.0,1.0,1.0,1.0,2018
17,VfB Stuttgart,FC Schalke 04,42.0,15.0,37.0,28.0,2018
17,Eintracht Frankfurt,FC Bayern München,21.0,22.0,51.0,-70.0,2018
17,FC Augsburg,VfL Wolfsburg,6.0,5.0,3.0,4.0,2018
17,Hannover 96,Fortuna Düsseldorf,7.0,5.0,10.0,-4.0,2018
17,1. FC Nürnberg,SC Freiburg,12.0,5.0,11.0,4.0,2018
18,FC Schalke 04,VfL Wolfsburg,16.0,15.0,11.0,11.0,2019
18,TSG 1899 Hoffenheim,FC Bayern München,2.0,5.0,13.0,-27.0,2019
18,Bayer Leverkusen,Borussia Mönchengladbach,27.0,26.0,19.0,31.0,2019
18,RB Leipzig,Borussia Dortmund,2.0,1.0,1.0,1.0,2019
18,VfB Stuttgart,1. FSV Mainz 05,9.0,6.0,9.0,-1.0,2019
18,Eintracht Frankfurt,SC Freiburg,13.0,7.0,12.0,4.0,2019
18,FC Augsburg,Fortuna Düsseldorf,3.0,1.0,2.0,3.0,2019
18,Hannover 96,Werder Bremen,13.0,16.0,31.0,-58.0,2019
18,1. FC Nürnberg,Hertha BSC,17.0,8.0,13.0,1.0,2019
19,FC Bayern München,VfB Stuttgart,62.0,20.0,18.0,88.0,2019
19,Borussia Dortmund,Hannover 96,27.0,15.0,12.0,40.0,2019
19,Borussia Mönchengladbach,FC Augsburg,5.0,6.0,5.0,3.0,2019
19,Hertha BSC,FC Schalke 04,27.0,12.0,37.0,-25.0,2019
19,Werder Bremen,Eintracht Frankfurt,41.0,20.0,35.0,11.0,2019
19,SC Freiburg,TSG 1899 Hoffenheim,5.0,9.0,4.0,1.0,2019
19,1. FSV Mainz 05,1. FC Nürnberg,14.0,8.0,12.0,-3.0,2019
19,VfL Wolfsburg,Bayer Leverkusen,16.0,7.0,21.0,-13.0,2019
19,Fortuna Düsseldorf,RB Leipzig,0.0,1.0,3.0,-5.0,2019
20,FC Schalke 04,Borussia Mönchengladbach,27.0,27.0,36.0,-40.0,2019
20,TSG 1899 Hoffenheim,Fortuna Düsseldorf,1.0,1.0,0.0,3.0,2019
20,Bayer Leverkusen,FC Bayern München,16.0,16.0,46.0,-57.0,2019
20,VfB Stuttgart,SC Freiburg,21.0,3.0,10.0,18.0,2019
20,Eintracht Frankfurt,Borussia Dortmund,30.0,17.0,43.0,-47.0,2019
20,Hertha BSC,VfL Wolfsburg,20.0,13.0,15.0,11.0,2019
20,FC Augsburg,1. FSV Mainz 05,7.0,6.0,9.0,-7.0,2019
20,Hannover 96,RB Leipzig,0.0,0.0,2.0,-2.0,2019
20,1. FC Nürnberg,Werder Bremen,16.0,17.0,29.0,-26.0,2019
21,FC Bayern München,FC Schalke 04,50.0,28.0,18.0,98.0,2019
21,Borussia Dortmund,TSG 1899 Hoffenheim,8.0,7.0,5.0,3.0,2019
21,RB Leipzig,Eintracht Frankfurt,2.0,1.0,1.0,3.0,2019
21,Borussia Mönchengladbach,Hertha BSC,24.0,14.0,22.0,5.0,2019
21,Werder Bremen,FC Augsburg,4.0,2.0,8.0,-8.0,2019
21,Hannover 96,1. FC Nürnberg,17.0,16.0,15.0,2.0,2019
21,SC Freiburg,VfL Wolfsburg,10.0,8.0,12.0,-11.0,2019
21,1. FSV Mainz 05,Bayer Leverkusen,10.0,4.0,10.0,0.0,2019
21,Fortuna Düsseldorf,VfB Stuttgart,15.0,10.0,19.0,-25.0,2019
22,FC Schalke 04,SC Freiburg,23.0,7.0,16.0,17.0,2019
22,TSG 1899 Hoffenheim,Hannover 96,11.0,2.0,5.0,14.0,2019
22,Bayer Leverkusen,Fortuna Düsseldorf,9.0,12.0,7.0,5.0,2019
22,VfB Stuttgart,RB Leipzig,0.0,1.0,1.0,-1.0,2019
22,Eintracht Frankfurt,Borussia Mönchengladbach,34.0,25.0,29.0,8.0,2019
22,Hertha BSC,Werder Bremen,19.0,17.0,36.0,-42.0,2019
22,FC Augsburg,FC Bayern München,2.0,0.0,12.0,-29.0,2019
22,VfL Wolfsburg,1. FSV Mainz 05,12.0,14.0,8.0,3.0,2019
22,1. FC Nürnberg,Borussia Dortmund,13.0,19.0,32.0,-41.0,2019
23,FC Bayern München,Hertha BSC,38.0,19.0,9.0,81.0,2019
23,Borussia Dortmund,Bayer Leverkusen,31.0,22.0,27.0,14.0,2019
23,RB Leipzig,TSG 1899 Hoffenheim,1.0,1.0,2.0,-6.0,2019
23,Borussia Mönchengladbach,VfL Wolfsburg,11.0,5.0,20.0,-16.0,2019
23,Werder Bremen,VfB Stuttgart,35.0,32.0,35.0,17.0,2019
23,Hannover 96,Eintracht Frankfurt,19.0,17.0,18.0,-1.0,2019
23,SC Freiburg,FC Augsburg,13.0,7.0,4.0,14.0,2019
23,1. FSV Mainz 05,FC Schalke 04,5.0,6.0,17.0,-27.0,2019
23,Fortuna Düsseldorf,1. FC Nürnberg,9.0,9.0,18.0,-18.0,2019
24,FC Schalke 04,Fortuna Düsseldorf,18.0,12.0,10.0,8.0,2019
24,Bayer Leverkusen,SC Freiburg,16.0,11.0,9.0,22.0,2019
24,VfB Stuttgart,Hannover 96,25.0,12.0,21.0,12.0,2019
24,Eintracht Frankfurt,TSG 1899 Hoffenheim,3.0,7.0,8.0,-5.0,2019
24,Borussia Mönchengladbach,FC Bayern München,23.0,29.0,48.0,-66.0,2019
24,Hertha BSC,1. FSV Mainz 05,12.0,13.0,7.0,17.0,2019
24,FC Augsburg,Borussia Dortmund,1.0,5.0,8.0,-19.0,2019
24,VfL Wolfsburg,Werder Bremen,17.0,8.0,17.0,0.0,2019
24,1. FC Nürnberg,RB Leipzig,2.0,0.0,2.0,1.0,2019
25,FC Bayern München,VfL Wolfsburg,32.0,6.0,4.0,64.0,2019
25,TSG 1899 Hoffenheim,1. FC Nürnberg,4.0,3.0,3.0,0.0,2019
25,Borussia Dortmund,VfB Stuttgart,35.0,24.0,39.0,-1.0,2019
25,RB Leipzig,FC Augsburg,2.0,1.0,1.0,2.0,2019
25,Werder Bremen,FC Schalke 04,41.0,20.0,37.0,19.0,2019
25,Hannover 96,Bayer Leverkusen,7.0,12.0,23.0,-34.0,2019
25,SC Freiburg,Hertha BSC,9.0,16.0,13.0,-6.0,2019
25,1. FSV Mainz 05,Borussia Mönchengladbach,9.0,10.0,11.0,-6.0,2019
25,Fortuna Düsseldorf,Eintracht Frankfurt,10.0,15.0,23.0,-34.0,2019
26,FC Bayern München,1. FSV Mainz 05,17.0,3.0,4.0,37.0,2019
26,FC Schalke 04,RB Leipzig,1.0,1.0,2.0,-1.0,2019
26,Bayer Leverkusen,Werder Bremen,20.0,30.0,26.0,1.0,2019
26,VfB Stuttgart,TSG 1899 Hoffenheim,8.0,5.0,5.0,7.0,2019
26,Eintracht Frankfurt,1. FC Nürnberg,25.0,19.0,14.0,24.0,2019
26,Borussia Mönchengladbach,SC Freiburg,11.0,11.0,12.0,-4.0,2019
26,Hertha BSC,Borussia Dortmund,18.0,17.0,27.0,-25.0,2019
26,FC Augsburg,Hannover 96,3.0,5.0,6.0,-4.0,2019
26,VfL Wolfsburg,Fortuna Düsseldorf,3.0,3.0,0.0,6.0,2019
27,TSG 1899 Hoffenheim,Bayer Leverkusen,3.0,3.0,14.0,-23.0,2019
27,Borussia Dortmund,VfL Wolfsburg,23.0,12.0,9.0,35.0,2019
27,RB Leipzig,Hertha BSC,3.0,0.0,1.0,8.0,2019
27,Eintracht Frankfurt,VfB Stuttgart,31.0,19.0,42.0,-19.0,2019
27,Werder Bremen,1. FSV Mainz 05,12.0,6.0,6.0,13.0,2019
27,Hannover 96,FC Schalke 04,17.0,15.0,32.0,-38.0,2019
27,SC Freiburg,FC Bayern München,4.0,6.0,26.0,-54.0,2019
27,Fortuna Düsseldorf,Borussia Mönchengladbach,14.0,9.0,23.0,-27.0,2019
27,1. FC Nürnberg,FC Augsburg,7.0,6.0,3.0,2.0,2019
28,FC Bayern München,Borussia Dortmund,45.0,29.0,24.0,69.0,2019
28,FC Schalke 04,Eintracht Frankfurt,33.0,24.0,31.0,2.0,2019
28,Bayer Leverkusen,RB Leipzig,1.0,1.0,2.0,1.0,2019
28,VfB Stuttgart,1. FC Nürnberg,34.0,16.0,20.0,45.0,2019
28,Borussia Mönchengladbach,Werder Bremen,37.0,23.0,38.0,14.0,2019
28,Hertha BSC,Fortuna Düsseldorf,8.0,14.0,8.0,4.0,2019
28,FC Augsburg,TSG 1899 Hoffenheim,3.0,5.0,8.0,-10.0,2019
28,1. FSV Mainz 05,SC Freiburg,12.0,11.0,11.0,9.0,2019
28,VfL Wolfsburg,Hannover 96,18.0,9.0,15.0,3.0,2019
29,TSG 1899 Hoffenheim,Hertha BSC,7.0,4.0,5.0,10.0,2019
29,Borussia Dortmund,1. FSV Mainz 05,13.0,7.0,4.0,18.0,2019
29,RB Leipzig,VfL Wolfsburg,2.0,1.0,1.0,3.0,2019
29,VfB Stuttgart,Bayer Leverkusen,23.0,19.0,34.0,-30.0,2019
29,Eintracht Frankfurt,FC Augsburg,2.0,5.0,5.0,-4.0,2019
29,Werder Bremen,SC Freiburg,21.0,6.0,9.0,35.0,2019
29,Hannover 96,Borussia Mönchengladbach,16.0,9.0,33.0,-28.0,2019
29,Fortuna Düsseldorf,FC Bayern München,10.0,9.0,27.0,-47.0,2019
29,1. FC Nürnberg,FC Schalke 04,15.0,14.0,25.0,-24.0,2019
30,FC Bayern München,Werder Bremen,53.0,25.0,26.0,86.0,2019
30,FC Schalke 04,TSG 1899 Hoffenheim,8.0,5.0,7.0,9.0,2019
30,Bayer Leverkusen,1. FC Nürnberg,25.0,13.0,12.0,39.0,2019
30,Borussia Mönchengladbach,RB Leipzig,0.0,2.0,2.0,-2.0,2019
30,Hertha BSC,Hannover 96,27.0,21.0,16.0,21.0,2019
30,FC Augsburg,VfB Stuttgart,9.0,1.0,6.0,6.0,2019
30,SC Freiburg,Borussia Dortmund,3.0,10.0,23.0,-42.0,2019
30,1. FSV Mainz 05,Fortuna Düsseldorf,4.0,4.0,4.0,1.0,2019
30,VfL Wolfsburg,Eintracht Frankfurt,17.0,11.0,6.0,13.0,2019
31,TSG 1899 Hoffenheim,VfL Wolfsburg,6.0,5.0,9.0,-8.0,2019
31,Borussia Dortmund,FC Schalke 04,32.0,29.0,31.0,11.0,2019
31,RB Leipzig,SC Freiburg,3.0,1.0,2.0,8.0,2019
31,VfB Stuttgart,Borussia Mönchengladbach,38.0,28.0,28.0,31.0,2019
31,Eintracht Frankfurt,Hertha BSC,18.0,16.0,28.0,-23.0,2019
31,FC Augsburg,Bayer Leverkusen,0.0,6.0,8.0,-15.0,2019
31,Hannover 96,1. FSV Mainz 05,15.0,11.0,14.0,3.0,2019
31,Fortuna Düsseldorf,Werder Bremen,13.0,12.0,19.0,-12.0,2019
31,1. FC Nürnberg,FC Bayern München,11.0,12.0,37.0,-47.0,2019
32,FC Bayern München,Hannover 96,39.0,8.0,9.0,100.0,2019
32,FC Schalke 04,FC Augsburg,8.0,5.0,1.0,13.0,2019
32,Bayer Leverkusen,Eintracht Frankfurt,30.0,13.0,23.0,22.0,2019
32,Borussia Mönchengladbach,TSG 1899 Hoffenheim,6.0,8.0,8.0,1.0,2019
32,Hertha BSC,VfB Stuttgart,25.0,16.0,23.0,-8.0,2019
32,Werder Bremen,Borussia Dortmund,41.0,17.0,42.0,6.0,2019
32,SC Freiburg,Fortuna Düsseldorf,7.0,4.0,5.0,5.0,2019
32,1. FSV Mainz 05,RB Leipzig,1.0,1.0,2.0,0.0,2019
32,VfL Wolfsburg,1. FC Nürnberg,7.0,11.0,10.0,0.0,2019
33,TSG 1899 Hoffenheim,Werder Bremen,3.0,8.0,9.0,-8.0,2019
33,Borussia Dortmund,Fortuna Düsseldorf,16.0,8.0,14.0,15.0,2019
33,Bayer Leverkusen,FC Schalke 04,30.0,20.0,18.0,16.0,2019
33,RB Leipzig,FC Bayern München,1.0,0.0,3.0,-5.0,2019
33,VfB Stuttgart,VfL Wolfsburg,17.0,6.0,17.0,-7.0,2019
33,Eintracht Frankfurt,1. FSV Mainz 05,8.0,13.0,7.0,2.0,2019
33,FC Augsburg,Hertha BSC,2.0,8.0,4.0,-1.0,2019
33,Hannover 96,SC Freiburg,9.0,14.0,11.0,-5.0,2019
33,1. FC Nürnberg,Borussia Mönchengladbach,25.0,10.0,27.0,-16.0,2019
34,FC Bayern München,Eintracht Frankfurt,51.0,22.0,21.0,70.0,2019
34,FC Schalke 04,VfB Stuttgart,37.0,15.0,42.0,-28.0,2019
34,Borussia Mönchengladbach,Borussia Dortmund,29.0,28.0,35.0,-11.0,2019
34,Hertha BSC,Bayer Leverkusen,11.0,11.0,22.0,-28.0,2019
34,Werder Bremen,RB Leipzig,1.0,1.0,2.0,-1.0,2019
34,SC Freiburg,1. FC Nürnberg,11.0,5.0,12.0,-4.0,2019
34,1. FSV Mainz 05,TSG 1899 Hoffenheim,7.0,6.0,7.0,-3.0,2019
34,VfL Wolfsburg,FC Augsburg,3.0,5.0,6.0,-4.0,2019
34,Fortuna Düsseldorf,Hannover 96,10.0,5.0,7.0,4.0,2019
1,FC Bayern München,Bayer Leverkusen,44.0,16.0,16.0,53.0,2017
1,1. FSV Mainz 05,Hannover 96,14.0,11.0,13.0,-1.0,2017
1,TSG 1899 Hoffenheim,Werder Bremen,2.0,7.0,9.0,-9.0,2017
1,Borussia Mönchengladbach,1. FC Köln,48.0,19.0,23.0,61.0,2017
1,FC Schalke 04,RB Leipzig,0.0,1.0,1.0,-1.0,2017
1,Hamburger SV,FC Augsburg,4.0,1.0,7.0,-6.0,2017
1,Hertha BSC,VfB Stuttgart,24.0,16.0,22.0,-9.0,2017
1,SC Freiburg,Eintracht Frankfurt,12.0,5.0,13.0,-4.0,2017
1,VfL Wolfsburg,Borussia Dortmund,9.0,11.0,22.0,-32.0,2017
2,1. FC Köln,Hamburger SV,32.0,25.0,35.0,4.0,2017
2,Bayer Leverkusen,TSG 1899 Hoffenheim,13.0,2.0,3.0,20.0,2017
2,Borussia Dortmund,Hertha BSC,26.0,16.0,18.0,23.0,2017
2,Eintracht Frankfurt,VfL Wolfsburg,5.0,11.0,16.0,-14.0,2017
2,FC Augsburg,Borussia Mönchengladbach,5.0,5.0,4.0,-1.0,2017
2,Hannover 96,FC Schalke 04,16.0,14.0,32.0,-39.0,2017
2,RB Leipzig,SC Freiburg,2.0,1.0,1.0,6.0,2017
2,VfB Stuttgart,1. FSV Mainz 05,8.0,6.0,8.0,-1.0,2017
2,Werder Bremen,FC Bayern München,26.0,25.0,51.0,-82.0,2017
3,1. FSV Mainz 05,Bayer Leverkusen,9.0,4.0,9.0,0.0,2017
3,TSG 1899 Hoffenheim,FC Bayern München,1.0,5.0,12.0,-26.0,2017
3,Borussia Mönchengladbach,Eintracht Frankfurt,29.0,25.0,32.0,-5.0,2017
3,FC Augsburg,1. FC Köln,4.0,4.0,4.0,-6.0,2017
3,FC Schalke 04,VfB Stuttgart,35.0,15.0,42.0,-32.0,2017
3,Hamburger SV,RB Leipzig,1.0,0.0,1.0,-1.0,2017
3,Hertha BSC,Werder Bremen,19.0,15.0,36.0,-42.0,2017
3,SC Freiburg,Borussia Dortmund,3.0,8.0,23.0,-42.0,2017
3,VfL Wolfsburg,Hannover 96,17.0,8.0,15.0,2.0,2017
4,TSG 1899 Hoffenheim,Hertha BSC,7.0,2.0,5.0,10.0,2017
4,Bayer Leverkusen,SC Freiburg,15.0,10.0,9.0,18.0,2017
4,Borussia Dortmund,1. FC Köln,34.0,23.0,27.0,11.0,2017
4,Eintracht Frankfurt,FC Augsburg,2.0,5.0,3.0,0.0,2017
4,FC Bayern München,1. FSV Mainz 05,15.0,3.0,4.0,31.0,2017
4,Hannover 96,Hamburger SV,18.0,15.0,23.0,-8.0,2017
4,RB Leipzig,Borussia Mönchengladbach,1.0,1.0,0.0,1.0,2017
4,VfB Stuttgart,VfL Wolfsburg,16.0,5.0,17.0,-8.0,2017
4,Werder Bremen,FC Schalke 04,40.0,20.0,36.0,19.0,2017
5,1. FC Köln,Eintracht Frankfurt,33.0,26.0,29.0,15.0,2017
5,1. FSV Mainz 05,TSG 1899 Hoffenheim,7.0,6.0,5.0,0.0,2017
5,Borussia Mönchengladbach,VfB Stuttgart,27.0,28.0,37.0,-32.0,2017
5,FC Augsburg,RB Leipzig,0.0,1.0,1.0,-1.0,2017
5,FC Schalke 04,FC Bayern München,18.0,28.0,48.0,-94.0,2017
5,Hamburger SV,Borussia Dortmund,36.0,28.0,36.0,0.0,2017
5,Hertha BSC,Bayer Leverkusen,9.0,11.0,22.0,-31.0,2017
5,SC Freiburg,Hannover 96,11.0,13.0,8.0,6.0,2017
5,VfL Wolfsburg,Werder Bremen,17.0,7.0,16.0,2.0,2017
6,1. FSV Mainz 05,Hertha BSC,5.0,13.0,12.0,-20.0,2017
6,TSG 1899 Hoffenheim,FC Schalke 04,6.0,5.0,7.0,-10.0,2017
6,Bayer Leverkusen,Hamburger SV,28.0,20.0,28.0,17.0,2017
6,Borussia Dortmund,Borussia Mönchengladbach,33.0,28.0,29.0,5.0,2017
6,FC Bayern München,VfL Wolfsburg,31.0,5.0,4.0,63.0,2017
6,Hannover 96,1. FC Köln,21.0,7.0,20.0,-4.0,2017
6,RB Leipzig,Eintracht Frankfurt,1.0,1.0,0.0,3.0,2017
