matchday_nr,home_team_name,away_team_name,hist_home_team_win,hist_draw,hist_away_team_win,hist_goal_dif,season
18,VfL Wolfsburg,FC Bayern München,3.0,5.0,26.0,-48.0,2015
18,1. FSV Mainz 05,SC Paderborn 07,1.0,1.0,0.0,5.0,2015
18,FC Augsburg,TSG 1899 Hoffenheim,2.0,3.0,3.0,-3.0,2015
18,Werder Bremen,Hertha BSC,33.0,12.0,19.0,37.0,2015
18,SC Freiburg,Eintracht Frankfurt,9.0,5.0,12.0,-8.0,2015
18,VfB Stuttgart,Borussia Mönchengladbach,37.0,27.0,24.0,39.0,2015
18,Hamburger SV,1. FC Köln,34.0,23.0,29.0,1.0,2015
19,FC Bayern München,FC Schalke 04,45.0,25.0,18.0,87.0,2015
19,Borussia Dortmund,FC Augsburg,4.0,2.0,0.0,12.0,2015
19,Borussia Mönchengladbach,SC Freiburg,8.0,10.0,10.0,-7.0,2015
19,TSG 1899 Hoffenheim,Werder Bremen,1.0,4.0,7.0,-8.0,2015
19,Hannover 96,1. FSV Mainz 05,13.0,9.0,12.0,5.0,2015
19,Hertha BSC,Bayer Leverkusen,8.0,11.0,17.0,-22.0,2015
19,Eintracht Frankfurt,VfL Wolfsburg,4.0,9.0,13.0,-11.0,2015
19,1. FC Köln,VfB Stuttgart,33.0,23.0,26.0,-3.0,2015
19,SC Paderborn 07,Hamburger SV,,,,,2015
20,FC Schalke 04,Borussia Mönchengladbach,24.0,25.0,33.0,-39.0,2015
20,VfL Wolfsburg,TSG 1899 Hoffenheim,6.0,2.0,4.0,6.0,2015
20,1. FSV Mainz 05,Hertha BSC,3.0,12.0,9.0,-18.0,2015
20,FC Augsburg,Eintracht Frankfurt,2.0,1.0,1.0,1.0,2015
20,Werder Bremen,Bayer Leverkusen,23.0,27.0,18.0,-2.0,2015
20,SC Freiburg,Borussia Dortmund,3.0,8.0,19.0,-32.0,2015
20,VfB Stuttgart,FC Bayern München,17.0,20.0,57.0,-80.0,2015
20,Hamburger SV,Hannover 96,21.0,15.0,16.0,7.0,2015
20,1. FC Köln,SC Paderborn 07,3.0,3.0,2.0,2.0,2015
21,FC Bayern München,Hamburger SV,58.0,21.0,19.0,116.0,2015
21,Borussia Dortmund,1. FSV Mainz 05,8.0,6.0,2.0,12.0,2015
21,Bayer Leverkusen,VfL Wolfsburg,18.0,5.0,13.0,13.0,2015
21,Borussia Mönchengladbach,1. FC Köln,45.0,18.0,21.0,60.0,2015
21,TSG 1899 Hoffenheim,VfB Stuttgart,2.0,4.0,6.0,-5.0,2015
21,Hannover 96,SC Paderborn 07,,,,,2015
21,Hertha BSC,SC Freiburg,12.0,13.0,7.0,8.0,2015
21,Werder Bremen,FC Augsburg,1.0,2.0,3.0,-4.0,2015
21,Eintracht Frankfurt,FC Schalke 04,28.0,21.0,31.0,-2.0,2015
22,FC Schalke 04,Werder Bremen,33.0,19.0,38.0,-22.0,2015
22,VfL Wolfsburg,Hertha BSC,13.0,10.0,17.0,-11.0,2015
22,1. FSV Mainz 05,Eintracht Frankfurt,4.0,11.0,5.0,0.0,2015
22,FC Augsburg,Bayer Leverkusen,0.0,0.0,6.0,-12.0,2015
22,SC Freiburg,TSG 1899 Hoffenheim,4.0,5.0,3.0,1.0,2015
22,VfB Stuttgart,Borussia Dortmund,38.0,23.0,31.0,10.0,2015
22,Hamburger SV,Borussia Mönchengladbach,36.0,24.0,32.0,-2.0,2015
22,1. FC Köln,Hannover 96,19.0,6.0,19.0,4.0,2015
22,SC Paderborn 07,FC Bayern München,,,,,2015
23,FC Bayern München,1. FC Köln,37.0,22.0,23.0,43.0,2015
23,Borussia Dortmund,FC Schalke 04,30.0,25.0,29.0,10.0,2015
23,Bayer Leverkusen,SC Freiburg,14.0,8.0,8.0,18.0,2015
23,Borussia Mönchengladbach,SC Paderborn 07,1.0,1.0,0.0,1.0,2015
23,TSG 1899 Hoffenheim,1. FSV Mainz 05,2.0,4.0,6.0,-5.0,2015
23,Hannover 96,VfB Stuttgart,18.0,9.0,23.0,-12.0,2015
23,Hertha BSC,FC Augsburg,1.0,4.0,1.0,-2.0,2015
23,Werder Bremen,VfL Wolfsburg,13.0,7.0,14.0,4.0,2015
23,Eintracht Frankfurt,Hamburger SV,27.0,22.0,41.0,-47.0,2015
24,FC Schalke 04,TSG 1899 Hoffenheim,4.0,4.0,4.0,6.0,2015
24,1. FSV Mainz 05,Borussia Mönchengladbach,7.0,6.0,9.0,-6.0,2015
24,FC Augsburg,VfL Wolfsburg,2.0,3.0,1.0,2.0,2015
24,Hannover 96,FC Bayern München,9.0,8.0,33.0,-86.0,2015
24,SC Freiburg,Werder Bremen,7.0,4.0,19.0,-34.0,2015
24,VfB Stuttgart,Hertha BSC,21.0,15.0,22.0,9.0,2015
24,Hamburger SV,Borussia Dortmund,34.0,27.0,33.0,6.0,2015
24,1. FC Köln,Eintracht Frankfurt,30.0,26.0,26.0,16.0,2015
24,SC Paderborn 07,Bayer Leverkusen,,,,,2015
25,Borussia Dortmund,1. FC Köln,34.0,19.0,25.0,13.0,2015
25,Bayer Leverkusen,VfB Stuttgart,30.0,18.0,22.0,22.0,2015
25,VfL Wolfsburg,SC Freiburg,7.0,8.0,9.0,1.0,2015
25,Borussia Mönchengladbach,Hannover 96,28.0,9.0,15.0,22.0,2015
25,FC Augsburg,1. FSV Mainz 05,5.0,5.0,4.0,-2.0,2015
25,TSG 1899 Hoffenheim,Hamburger SV,5.0,2.0,5.0,9.0,2015
25,Hertha BSC,FC Schalke 04,25.0,11.0,32.0,-21.0,2015
25,Werder Bremen,FC Bayern München,26.0,25.0,45.0,-59.0,2015
25,Eintracht Frankfurt,SC Paderborn 07,0.0,1.0,1.0,-2.0,2015
26,FC Bayern München,Borussia Mönchengladbach,45.0,27.0,20.0,64.0,2015
26,FC Schalke 04,Bayer Leverkusen,16.0,18.0,26.0,-17.0,2015
26,1. FSV Mainz 05,VfL Wolfsburg,7.0,8.0,11.0,-2.0,2015
26,Hannover 96,Borussia Dortmund,10.0,15.0,23.0,-38.0,2015
26,SC Freiburg,FC Augsburg,10.0,5.0,3.0,11.0,2015
26,VfB Stuttgart,Eintracht Frankfurt,38.0,19.0,29.0,17.0,2015
26,Hamburger SV,Hertha BSC,25.0,13.0,24.0,9.0,2015
26,1. FC Köln,Werder Bremen,32.0,19.0,33.0,7.0,2015
26,SC Paderborn 07,TSG 1899 Hoffenheim,0.0,0.0,2.0,-3.0,2015
27,Borussia Dortmund,FC Bayern München,23.0,28.0,39.0,-53.0,2015
27,Bayer Leverkusen,Hamburger SV,25.0,19.0,26.0,12.0,2015
27,VfL Wolfsburg,VfB Stuttgart,14.0,5.0,15.0,2.0,2015
27,FC Augsburg,FC Schalke 04,0.0,2.0,4.0,-8.0,2015
27,TSG 1899 Hoffenheim,Borussia Mönchengladbach,7.0,5.0,2.0,6.0,2015
27,Hertha BSC,SC Paderborn 07,2.0,1.0,1.0,2.0,2015
27,Werder Bremen,1. FSV Mainz 05,8.0,3.0,5.0,8.0,2015
27,Eintracht Frankfurt,Hannover 96,14.0,16.0,18.0,-2.0,2015
27,SC Freiburg,1. FC Köln,10.0,6.0,10.0,3.0,2015
28,FC Bayern München,Eintracht Frankfurt,45.0,20.0,21.0,55.0,2015
28,FC Schalke 04,SC Freiburg,21.0,5.0,14.0,18.0,2015
28,Borussia Mönchengladbach,Borussia Dortmund,28.0,28.0,28.0,4.0,2015
28,1. FSV Mainz 05,Bayer Leverkusen,7.0,3.0,6.0,-1.0,2015
28,Hannover 96,Hertha BSC,14.0,19.0,25.0,-21.0,2015
28,VfB Stuttgart,Werder Bremen,33.0,31.0,32.0,-13.0,2015
28,Hamburger SV,VfL Wolfsburg,9.0,13.0,12.0,-9.0,2015
28,1. FC Köln,TSG 1899 Hoffenheim,4.0,3.0,3.0,0.0,2015
28,SC Paderborn 07,FC Augsburg,3.0,3.0,2.0,-1.0,2015
29,Borussia Dortmund,SC Paderborn 07,,,,,2015
29,Bayer Leverkusen,Hannover 96,18.0,11.0,7.0,23.0,2015
29,VfL Wolfsburg,FC Schalke 04,10.0,13.0,11.0,-5.0,2015
29,FC Augsburg,VfB Stuttgart,5.0,0.0,5.0,0.0,2015
29,TSG 1899 Hoffenheim,FC Bayern München,0.0,4.0,8.0,-18.0,2015
29,Hertha BSC,1. FC Köln,17.0,10.0,23.0,-19.0,2015
29,Werder Bremen,Hamburger SV,36.0,33.0,31.0,1.0,2015
29,Eintracht Frankfurt,Borussia Mönchengladbach,31.0,22.0,27.0,10.0,2015
29,SC Freiburg,1. FSV Mainz 05,9.0,10.0,9.0,-6.0,2015
30,FC Bayern München,Hertha BSC,33.0,16.0,9.0,72.0,2015
30,Borussia Dortmund,Eintracht Frankfurt,39.0,16.0,27.0,43.0,2015
30,Borussia Mönchengladbach,VfL Wolfsburg,8.0,4.0,16.0,-16.0,2015
30,1. FSV Mainz 05,FC Schalke 04,3.0,6.0,11.0,-19.0,2015
30,Hannover 96,TSG 1899 Hoffenheim,3.0,2.0,7.0,-12.0,2015
30,VfB Stuttgart,SC Freiburg,18.0,2.0,10.0,11.0,2015
30,Hamburger SV,FC Augsburg,1.0,1.0,4.0,-3.0,2015
30,1. FC Köln,Bayer Leverkusen,13.0,21.0,20.0,-8.0,2015
30,SC Paderborn 07,Werder Bremen,,,,,2015
31,FC Schalke 04,VfB Stuttgart,32.0,14.0,42.0,-38.0,2015
31,Bayer Leverkusen,FC Bayern München,15.0,14.0,41.0,-50.0,2015
31,VfL Wolfsburg,Hannover 96,15.0,6.0,15.0,-4.0,2015
31,1. FSV Mainz 05,Hamburger SV,5.0,5.0,6.0,-1.0,2015
31,FC Augsburg,1. FC Köln,1.0,1.0,4.0,-9.0,2015
31,TSG 1899 Hoffenheim,Borussia Dortmund,4.0,4.0,4.0,0.0,2015
31,Hertha BSC,Borussia Mönchengladbach,21.0,14.0,17.0,6.0,2015
31,Werder Bremen,Eintracht Frankfurt,38.0,19.0,31.0,14.0,2015
31,SC Freiburg,SC Paderborn 07,2.0,2.0,2.0,0.0,2015
32,FC Bayern München,FC Augsburg,5.0,0.0,1.0,9.0,2015
32,Borussia Dortmund,Hertha BSC,24.0,14.0,16.0,21.0,2015
32,Borussia Mönchengladbach,Bayer Leverkusen,15.0,25.0,24.0,-26.0,2015
32,Hannover 96,Werder Bremen,11.0,14.0,29.0,-53.0,2015
32,Eintracht Frankfurt,TSG 1899 Hoffenheim,2.0,3.0,5.0,-3.0,2015
32,VfB Stuttgart,1. FSV Mainz 05,7.0,4.0,7.0,-1.0,2015
32,Hamburger SV,SC Freiburg,13.0,10.0,7.0,24.0,2015
32,1. FC Köln,FC Schalke 04,32.0,18.0,26.0,16.0,2015
32,SC Paderborn 07,VfL Wolfsburg,,,,,2015
33,FC Schalke 04,SC Paderborn 07,,,,,2015
33,Bayer Leverkusen,TSG 1899 Hoffenheim,10.0,1.0,1.0,20.0,2015
33,VfL Wolfsburg,Borussia Dortmund,8.0,10.0,18.0,-21.0,2015
33,1. FSV Mainz 05,1. FC Köln,7.0,3.0,6.0,6.0,2015
33,FC Augsburg,Hannover 96,0.0,5.0,3.0,-5.0,2015
33,Hertha BSC,Eintracht Frankfurt,25.0,12.0,17.0,17.0,2015
33,Werder Bremen,Borussia Mönchengladbach,37.0,22.0,31.0,0.0,2015
33,SC Freiburg,FC Bayern München,3.0,6.0,21.0,-40.0,2015
33,VfB Stuttgart,Hamburger SV,35.0,21.0,42.0,5.0,2015
34,FC Bayern München,1. FSV Mainz 05,11.0,2.0,3.0,24.0,2015
34,Borussia Dortmund,Werder Bremen,37.0,16.0,39.0,-10.0,2015
34,Borussia Mönchengladbach,FC Augsburg,3.0,3.0,2.0,3.0,2015
34,TSG 1899 Hoffenheim,Hertha BSC,2.0,2.0,4.0,1.0,2015
34,Hannover 96,SC Freiburg,7.0,12.0,11.0,-7.0,2015
34,Eintracht Frankfurt,Bayer Leverkusen,21.0,12.0,25.0,-12.0,2015
34,Hamburger SV,FC Schalke 04,35.0,22.0,35.0,12.0,2015
34,1. FC Köln,VfL Wolfsburg,3.0,5.0,10.0,-21.0,2015
34,SC Paderborn 07,VfB Stuttgart,,,,,2015
1,FC Bayern München,Borussia Mönchengladbach,43.0,27.0,20.0,60.0,2013
1,FC Schalke 04,Hamburger SV,34.0,21.0,35.0,-15.0,2013
1,Bayer Leverkusen,SC Freiburg,13.0,8.0,7.0,17.0,2013
1,Hannover 96,VfL Wolfsburg,13.0,6.0,15.0,0.0,2013
1,TSG 1899 Hoffenheim,1. FC Nürnberg,4.0,2.0,2.0,4.0,2013
1,1. FSV Mainz 05,VfB Stuttgart,5.0,4.0,7.0,-1.0,2013
1,FC Augsburg,Borussia Dortmund,0.0,1.0,3.0,-8.0,2013
1,Eintracht Braunschweig,Werder Bremen,12.0,9.0,21.0,-33.0,2013
1,Hertha BSC,Eintracht Frankfurt,24.0,12.0,16.0,13.0,2013
2,Borussia Dortmund,Eintracht Braunschweig,11.0,10.0,13.0,-11.0,2013
2,Borussia Mönchengladbach,Hannover 96,27.0,9.0,14.0,21.0,2013
2,VfB Stuttgart,Bayer Leverkusen,22.0,18.0,28.0,-20.0,2013
2,VfL Wolfsburg,FC Schalke 04,9.0,13.0,10.0,-8.0,2013
2,Werder Bremen,FC Augsburg,0.0,2.0,2.0,-3.0,2013
2,1. FC Nürnberg,Hertha BSC,16.0,7.0,13.0,-1.0,2013
2,SC Freiburg,1. FSV Mainz 05,9.0,10.0,7.0,-3.0,2013
2,Hamburger SV,TSG 1899 Hoffenheim,5.0,2.0,3.0,-2.0,2013
2,Eintracht Frankfurt,FC Bayern München,21.0,20.0,43.0,-49.0,2013
3,Borussia Dortmund,Werder Bremen,35.0,16.0,39.0,-15.0,2013
3,FC Bayern München,1. FC Nürnberg,35.0,12.0,11.0,43.0,2013
3,Bayer Leverkusen,Borussia Mönchengladbach,22.0,25.0,15.0,23.0,2013
3,Hannover 96,FC Schalke 04,14.0,14.0,28.0,-34.0,2013
3,TSG 1899 Hoffenheim,SC Freiburg,3.0,3.0,4.0,-1.0,2013
3,1. FSV Mainz 05,VfL Wolfsburg,6.0,8.0,10.0,-1.0,2013
3,FC Augsburg,VfB Stuttgart,3.0,0.0,5.0,-4.0,2013
3,Eintracht Braunschweig,Eintracht Frankfurt,18.0,9.0,17.0,-11.0,2013
3,Hertha BSC,Hamburger SV,22.0,13.0,25.0,-13.0,2013
4,FC Schalke 04,Bayer Leverkusen,14.0,18.0,26.0,-20.0,2013
4,Borussia Mönchengladbach,Werder Bremen,30.0,21.0,37.0,-3.0,2013
4,VfB Stuttgart,TSG 1899 Hoffenheim,5.0,4.0,1.0,4.0,2013
4,Hannover 96,1. FSV Mainz 05,12.0,9.0,11.0,4.0,2013
4,VfL Wolfsburg,Hertha BSC,11.0,10.0,17.0,-14.0,2013
4,1. FC Nürnberg,FC Augsburg,6.0,6.0,2.0,2.0,2013
4,SC Freiburg,FC Bayern München,3.0,5.0,20.0,-36.0,2013
4,Hamburger SV,Eintracht Braunschweig,19.0,8.0,13.0,15.0,2013
4,Eintracht Frankfurt,Borussia Dortmund,27.0,16.0,37.0,-38.0,2013
5,Borussia Dortmund,Hamburger SV,32.0,27.0,33.0,-7.0,2013
5,FC Bayern München,Hannover 96,31.0,8.0,9.0,80.0,2013
5,Bayer Leverkusen,VfL Wolfsburg,17.0,5.0,12.0,13.0,2013
5,Werder Bremen,Eintracht Frankfurt,38.0,18.0,30.0,17.0,2013
5,TSG 1899 Hoffenheim,Borussia Mönchengladbach,6.0,4.0,2.0,5.0,2013
5,1. FSV Mainz 05,FC Schalke 04,3.0,5.0,10.0,-18.0,2013
5,FC Augsburg,SC Freiburg,1.0,5.0,10.0,-14.0,2013
5,Eintracht Braunschweig,1. FC Nürnberg,9.0,3.0,8.0,4.0,2013
5,Hertha BSC,VfB Stuttgart,21.0,15.0,20.0,-9.0,2013
6,FC Schalke 04,FC Bayern München,18.0,25.0,43.0,-79.0,2013
6,Borussia Mönchengladbach,Eintracht Braunschweig,18.0,12.0,6.0,44.0,2013
6,VfB Stuttgart,Eintracht Frankfurt,38.0,18.0,28.0,18.0,2013
6,Hannover 96,FC Augsburg,2.0,4.0,0.0,4.0,2013
6,VfL Wolfsburg,TSG 1899 Hoffenheim,5.0,2.0,3.0,9.0,2013
6,1. FC Nürnberg,Borussia Dortmund,13.0,18.0,31.0,-38.0,2013
6,SC Freiburg,Hertha BSC,7.0,11.0,12.0,-8.0,2013
6,1. FSV Mainz 05,Bayer Leverkusen,6.0,3.0,5.0,1.0,2013
6,Hamburger SV,Werder Bremen,31.0,33.0,34.0,2.0,2013
7,Borussia Dortmund,SC Freiburg,17.0,8.0,3.0,26.0,2013
7,FC Bayern München,VfL Wolfsburg,24.0,5.0,3.0,42.0,2013
7,Bayer Leverkusen,Hannover 96,17.0,10.0,7.0,21.0,2013
7,Werder Bremen,1. FC Nürnberg,28.0,16.0,16.0,24.0,2013
7,TSG 1899 Hoffenheim,FC Schalke 04,4.0,3.0,3.0,-2.0,2013
7,FC Augsburg,Borussia Mönchengladbach,1.0,2.0,3.0,-4.0,2013
7,Eintracht Braunschweig,VfB Stuttgart,13.0,8.0,15.0,-17.0,2013
7,Eintracht Frankfurt,Hamburger SV,27.0,20.0,41.0,-47.0,2013
7,Hertha BSC,1. FSV Mainz 05,8.0,11.0,3.0,16.0,2013
8,FC Schalke 04,FC Augsburg,2.0,2.0,0.0,4.0,2013
8,Borussia Mönchengladbach,Borussia Dortmund,26.0,28.0,28.0,1.0,2013
8,Bayer Leverkusen,FC Bayern München,15.0,13.0,40.0,-49.0,2013
8,VfB Stuttgart,Werder Bremen,33.0,29.0,32.0,-13.0,2013
8,Hannover 96,Hertha BSC,13.0,18.0,25.0,-24.0,2013
8,VfL Wolfsburg,Eintracht Braunschweig,2.0,0.0,0.0,4.0,2013
8,1. FC Nürnberg,Hamburger SV,14.0,16.0,32.0,-49.0,2013
8,SC Freiburg,Eintracht Frankfurt,8.0,4.0,12.0,-11.0,2013
8,1. FSV Mainz 05,TSG 1899 Hoffenheim,5.0,3.0,2.0,3.0,2013
9,Borussia Dortmund,Hannover 96,21.0,15.0,10.0,34.0,2013
9,FC Bayern München,1. FSV Mainz 05,9.0,2.0,3.0,19.0,2013
9,Werder Bremen,SC Freiburg,19.0,3.0,6.0,36.0,2013
9,TSG 1899 Hoffenheim,Bayer Leverkusen,0.0,1.0,9.0,-20.0,2013
9,FC Augsburg,VfL Wolfsburg,2.0,2.0,0.0,3.0,2013
9,Hamburger SV,VfB Stuttgart,42.0,20.0,34.0,-4.0,2013
9,Eintracht Braunschweig,FC Schalke 04,19.0,12.0,11.0,17.0,2013
9,Eintracht Frankfurt,1. FC Nürnberg,24.0,18.0,14.0,21.0,2013
9,Hertha BSC,Borussia Mönchengladbach,20.0,14.0,16.0,8.0,2013
10,FC Bayern München,Hertha BSC,31.0,16.0,9.0,69.0,2013
10,FC Schalke 04,Borussia Dortmund,29.0,24.0,29.0,-8.0,2013
10,Borussia Mönchengladbach,Eintracht Frankfurt,26.0,22.0,30.0,-12.0,2013
10,Bayer Leverkusen,FC Augsburg,4.0,0.0,0.0,9.0,2013
10,VfB Stuttgart,1. FC Nürnberg,32.0,15.0,19.0,44.0,2013
10,Hannover 96,TSG 1899 Hoffenheim,3.0,2.0,5.0,-7.0,2013
10,VfL Wolfsburg,Werder Bremen,12.0,7.0,13.0,-9.0,2013
10,SC Freiburg,Hamburger SV,7.0,9.0,12.0,-21.0,2013
10,1. FSV Mainz 05,Eintracht Braunschweig,3.0,1.0,4.0,-9.0,2013
11,Borussia Dortmund,VfB Stuttgart,29.0,23.0,38.0,-16.0,2013
11,Werder Bremen,Hannover 96,27.0,14.0,11.0,51.0,2013
11,1. FC Nürnberg,SC Freiburg,11.0,5.0,8.0,10.0,2013
11,TSG 1899 Hoffenheim,FC Bayern München,0.0,3.0,7.0,-17.0,2013
11,FC Augsburg,1. FSV Mainz 05,4.0,5.0,3.0,0.0,2013
11,Hamburger SV,Borussia Mönchengladbach,36.0,24.0,30.0,2.0,2013
11,Eintracht Braunschweig,Bayer Leverkusen,3.0,1.0,6.0,-2.0,2013
11,Eintracht Frankfurt,VfL Wolfsburg,4.0,9.0,11.0,,2013
11,Hertha BSC,FC Schalke 04,25.0,11.0,30.0,-17.0,2013
12,FC Bayern München,FC Augsburg,4.0,0.0,0.0,7.0,2013
12,FC Schalke 04,Werder Bremen,32.0,18.0,38.0,-24.0,2013
12,Borussia Mönchengladbach,1. FC Nürnberg,25.0,10.0,25.0,12.0,2013
12,Bayer Leverkusen,Hamburger SV,24.0,19.0,25.0,11.0,2013
12,Hannover 96,Eintracht Braunschweig,13.0,10.0,9.0,12.0,2013
12,VfL Wolfsburg,Borussia Dortmund,7.0,10.0,17.0,-21.0,2013
12,TSG 1899 Hoffenheim,Hertha BSC,2.0,1.0,3.0,2.0,2013
12,SC Freiburg,VfB Stuttgart,10.0,2.0,16.0,-7.0,2013
12,1. FSV Mainz 05,Eintracht Frankfurt,3.0,11.0,4.0,1.0,2013
13,Borussia Dortmund,FC Bayern München,22.0,28.0,38.0,-53.0,2013
13,VfB Stuttgart,Borussia Mönchengladbach,37.0,26.0,23.0,41.0,2013
13,Werder Bremen,1. FSV Mainz 05,8.0,3.0,3.0,12.0,2013
13,1. FC Nürnberg,VfL Wolfsburg,10.0,10.0,6.0,3.0,2013
13,FC Augsburg,TSG 1899 Hoffenheim,1.0,3.0,2.0,-3.0,2013
13,Hamburger SV,Hannover 96,20.0,15.0,15.0,6.0,2013
13,Eintracht Braunschweig,SC Freiburg,2.0,5.0,11.0,-15.0,2013
13,Eintracht Frankfurt,FC Schalke 04,28.0,20.0,30.0,0.0,2013
13,Hertha BSC,Bayer Leverkusen,8.0,11.0,15.0,-20.0,2013
14,FC Bayern München,Eintracht Braunschweig,20.0,11.0,5.0,40.0,2013
14,FC Schalke 04,VfB Stuttgart,31.0,14.0,41.0,-39.0,2013
14,Borussia Mönchengladbach,SC Freiburg,7.0,10.0,9.0,-6.0,2013
14,Bayer Leverkusen,1. FC Nürnberg,23.0,13.0,12.0,33.0,2013
14,Hannover 96,Eintracht Frankfurt,16.0,16.0,14.0,-1.0,2013
14,VfL Wolfsburg,Hamburger SV,11.0,12.0,9.0,7.0,2013
14,TSG 1899 Hoffenheim,Werder Bremen,1.0,3.0,6.0,-6.0,2013
14,1. FSV Mainz 05,Borussia Dortmund,2.0,6.0,6.0,-8.0,2013
14,Hertha BSC,FC Augsburg,1.0,2.0,1.0,-2.0,2013
15,Borussia Dortmund,Bayer Leverkusen,27.0,19.0,24.0,7.0,2013
15,Borussia Mönchengladbach,FC Schalke 04,31.0,25.0,24.0,37.0,2013
15,VfB Stuttgart,Hannover 96,22.0,8.0,18.0,10.0,2013
15,Werder Bremen,FC Bayern München,26.0,25.0,43.0,-49.0,2013
15,1. FC Nürnberg,1. FSV Mainz 05,12.0,7.0,13.0,5.0,2013
15,SC Freiburg,VfL Wolfsburg,9.0,7.0,6.0,2.0,2013
15,Hamburger SV,FC Augsburg,1.0,1.0,2.0,0.0,2013
15,Eintracht Braunschweig,Hertha BSC,12.0,16.0,14.0,-3.0,2013
15,Eintracht Frankfurt,TSG 1899 Hoffenheim,2.0,2.0,4.0,-2.0,2013
16,FC Bayern München,Hamburger SV,56.0,21.0,19.0,111.0,2013
16,FC Schalke 04,SC Freiburg,19.0,5.0,14.0,14.0,2013
16,Bayer Leverkusen,Eintracht Frankfurt,24.0,12.0,20.0,11.0,2013
16,Hannover 96,1. FC Nürnberg,15.0,15.0,14.0,1.0,2013
16,VfL Wolfsburg,VfB Stuttgart,12.0,5.0,15.0,-1.0,2013
16,TSG 1899 Hoffenheim,Borussia Dortmund,4.0,3.0,3.0,1.0,2013
16,1. FSV Mainz 05,Borussia Mönchengladbach,7.0,5.0,8.0,-4.0,2013
16,FC Augsburg,Eintracht Braunschweig,1.0,1.0,0.0,1.0,2013
16,Hertha BSC,Werder Bremen,18.0,12.0,32.0,-36.0,2013
17,Borussia Dortmund,Hertha BSC,23.0,14.0,15.0,18.0,2013
17,Borussia Mönchengladbach,VfL Wolfsburg,8.0,3.0,15.0,-14.0,2013
17,VfB Stuttgart,FC Bayern München,17.0,20.0,55.0,-78.0,2013
17,Werder Bremen,Bayer Leverkusen,22.0,27.0,17.0,-2.0,2013
17,1. FC Nürnberg,FC Schalke 04,15.0,13.0,24.0,-21.0,2013
17,SC Freiburg,Hannover 96,10.0,12.0,6.0,7.0,2013
17,Hamburger SV,1. FSV Mainz 05,6.0,5.0,3.0,3.0,2013
17,Eintracht Braunschweig,TSG 1899 Hoffenheim,,,,,2013
17,Eintracht Frankfurt,FC Augsburg,1.0,0.0,1.0,0.0,2013
18,Borussia Dortmund,FC Augsburg,3.0,1.0,0.0,8.0,2014
18,Borussia Mönchengladbach,FC Bayern München,20.0,27.0,43.0,-60.0,2014
18,VfB Stuttgart,1. FSV Mainz 05,7.0,4.0,5.0,1.0,2014
18,VfL Wolfsburg,Hannover 96,15.0,6.0,13.0,0.0,2014
18,Werder Bremen,Eintracht Braunschweig,21.0,9.0,12.0,33.0,2014
18,1. FC Nürnberg,TSG 1899 Hoffenheim,2.0,2.0,4.0,-4.0,2014
18,SC Freiburg,Bayer Leverkusen,7.0,8.0,13.0,-17.0,2014
18,Hamburger SV,FC Schalke 04,35.0,21.0,34.0,15.0,2014
18,Eintracht Frankfurt,Hertha BSC,16.0,12.0,24.0,-13.0,2014
19,FC Bayern München,Eintracht Frankfurt,43.0,20.0,21.0,49.0,2014
19,FC Schalke 04,VfL Wolfsburg,10.0,13.0,9.0,8.0,2014
19,Bayer Leverkusen,VfB Stuttgart,28.0,18.0,22.0,20.0,2014
19,Hannover 96,Borussia Mönchengladbach,14.0,9.0,27.0,-21.0,2014
19,TSG 1899 Hoffenheim,Hamburger SV,3.0,2.0,5.0,2.0,2014
19,1. FSV Mainz 05,SC Freiburg,7.0,10.0,9.0,3.0,2014
19,FC Augsburg,Werder Bremen,2.0,2.0,0.0,3.0,2014
19,Eintracht Braunschweig,Borussia Dortmund,13.0,10.0,11.0,11.0,2014
19,Hertha BSC,1. FC Nürnberg,13.0,7.0,16.0,1.0,2014
20,FC Schalke 04,Hannover 96,28.0,14.0,14.0,34.0,2014
20,Borussia Mönchengladbach,Bayer Leverkusen,15.0,25.0,22.0,-23.0,2014
20,VfB Stuttgart,FC Augsburg,5.0,0.0,3.0,4.0,2014
20,VfL Wolfsburg,1. FSV Mainz 05,10.0,8.0,6.0,1.0,2014
20,Werder Bremen,Borussia Dortmund,39.0,16.0,35.0,15.0,2014
20,1. FC Nürnberg,FC Bayern München,11.0,12.0,35.0,-43.0,2014
20,SC Freiburg,TSG 1899 Hoffenheim,4.0,3.0,3.0,1.0,2014
20,Hamburger SV,Hertha BSC,25.0,13.0,22.0,13.0,2014
20,Eintracht Frankfurt,Eintracht Braunschweig,17.0,9.0,18.0,11.0,2014
21,Borussia Dortmund,Eintracht Frankfurt,37.0,16.0,27.0,38.0,2014
21,FC Bayern München,SC Freiburg,20.0,5.0,3.0,36.0,2014
21,Bayer Leverkusen,FC Schalke 04,26.0,18.0,14.0,20.0,2014
21,Werder Bremen,Borussia Mönchengladbach,37.0,21.0,30.0,3.0,2014
21,TSG 1899 Hoffenheim,VfB Stuttgart,1.0,4.0,5.0,-4.0,2014
21,1. FSV Mainz 05,Hannover 96,11.0,9.0,12.0,-4.0,2014
21,FC Augsburg,1. FC Nürnberg,2.0,6.0,6.0,-2.0,2014
21,Eintracht Braunschweig,Hamburger SV,13.0,8.0,19.0,-15.0,2014
21,Hertha BSC,VfL Wolfsburg,17.0,10.0,11.0,14.0,2014
