season,location,matchday_nr,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,draw,win_home,win_away,outcome
2007,Cottbus,28,93,FC Energie Cottbus,83,Arminia Bielefeld,1,0,0.0,1.0,0.0,win_home
2007,Hannover,28,55,Hannover 96,91,Eintracht Frankfurt,2,1,0.0,1.0,0.0,win_home
2007,Karlsruhe,28,105,Karlsruher SC,102,FC Hansa Rostock,1,2,0.0,0.0,1.0,win_away
2007,Hamburg,28,100,Hamburger SV,107,MSV Duisburg,0,1,0.0,0.0,1.0,win_away
2007,Leverkusen,28,6,Bayer Leverkusen,16,VfB Stuttgart,3,0,0.0,1.0,0.0,win_home
2007,München,28,40,FC Bayern München,7,Borussia Dortmund,5,0,0.0,1.0,0.0,win_home
2007,Rostock,29,102,FC Hansa Rostock,134,Werder Bremen,1,2,0.0,0.0,1.0,win_away
2007,Berlin,29,54,Hertha BSC,100,Hamburger SV,0,0,1.0,0.0,0.0,draw
2007,Wolfsburg,29,131,VfL Wolfsburg,129,VfL Bochum,0,1,0.0,0.0,1.0,win_away
2007,Gelsenkirchen,29,9,FC Schalke 04,93,FC Energie Cottbus,5,0,0.0,1.0,0.0,win_home
2007,Frankfurt,29,91,Eintracht Frankfurt,40,FC Bayern München,1,3,0.0,0.0,1.0,win_away
2007,Bielefeld,29,83,Arminia Bielefeld,6,Bayer Leverkusen,1,0,0.0,1.0,0.0,win_home
2007,Stuttgart,29,16,VfB Stuttgart,79,1. FC Nürnberg,3,0,0.0,1.0,0.0,win_home
2007,Dortmund,29,7,Borussia Dortmund,55,Hannover 96,1,3,0.0,0.0,1.0,win_away
2007,Duisburg,29,107,MSV Duisburg,105,Karlsruher SC,0,1,0.0,0.0,1.0,win_away
2007,Nürnberg,28,79,1. FC Nürnberg,131,VfL Wolfsburg,1,0,0.0,1.0,0.0,win_home
2007,Frankfurt,30,91,Eintracht Frankfurt,7,Borussia Dortmund,1,1,1.0,0.0,0.0,draw
2007,Hamburg,30,100,Hamburger SV,9,FC Schalke 04,0,1,0.0,0.0,1.0,win_away
2007,Karlsruhe,30,105,Karlsruher SC,134,Werder Bremen,3,3,1.0,0.0,0.0,draw
2007,Hannover,30,55,Hannover 96,54,Hertha BSC,2,2,1.0,0.0,0.0,draw
