season,location,matchday_nr,home_team_id,home_team_name,away_team_id,away_team_name,goals_home,goals_away,draw,win_home,win_away,outcome
2005,München,1,40,FC Bayern München,87,Borussia Mönchengladbach,3,0,0.0,1.0,0.0,win_home
2005,Köln,1,65,1. FC Köln,81,1. FSV Mainz 05,1,0,0.0,1.0,0.0,win_home
2005,Duisburg,1,107,MSV Duisburg,16,VfB Stuttgart,1,1,1.0,0.0,0.0,draw
2005,Hamburg,1,100,Hamburger SV,79,1. FC Nürnberg,3,0,0.0,1.0,0.0,win_home
2005,Wolfsburg,1,131,VfL Wolfsburg,7,Borussia Dortmund,2,2,1.0,0.0,0.0,draw
2005,Bremen,1,134,Werder Bremen,83,Arminia Bielefeld,5,2,0.0,1.0,0.0,win_home
2005,Hannover,1,55,Hannover 96,54,Hertha BSC,2,2,1.0,0.0,0.0,draw
2005,Gelsenkirchen,1,9,FC Schalke 04,76,1. FC Kaiserslautern,2,1,0.0,1.0,0.0,win_home
2005,Frankfurt,1,91,Eintracht Frankfurt,6,Bayer Leverkusen,1,4,0.0,0.0,1.0,win_away
2005,Leverkusen,2,6,Bayer Leverkusen,40,FC Bayern München,2,5,0.0,0.0,1.0,win_away
2005,Gladbach,2,87,Borussia Mönchengladbach,131,VfL Wolfsburg,1,1,1.0,0.0,0.0,draw
2005,Dortmund,2,7,Borussia Dortmund,9,FC Schalke 04,1,2,0.0,0.0,1.0,win_away
2005,Berlin,2,54,Hertha BSC,91,Eintracht Frankfurt,2,0,0.0,1.0,0.0,win_home
2005,Kaiserslautern,2,76,1. FC Kaiserslautern,107,MSV Duisburg,5,3,0.0,1.0,0.0,win_home
2005,Nürnberg,2,79,1. FC Nürnberg,55,Hannover 96,1,1,1.0,0.0,0.0,draw
2005,Bielefeld,2,83,Arminia Bielefeld,100,Hamburger SV,0,2,0.0,0.0,1.0,win_away
2005,Stuttgart,2,16,VfB Stuttgart,65,1. FC Köln,2,3,0.0,0.0,1.0,win_away
2005,Mainz,2,81,1. FSV Mainz 05,134,Werder Bremen,0,2,0.0,0.0,1.0,win_away
2005,Köln,3,65,1. FC Köln,76,1. FC Kaiserslautern,2,3,0.0,0.0,1.0,win_away
2005,Gelsenkirchen,3,9,FC Schalke 04,87,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,draw
2005,Hamburg,3,100,Hamburger SV,55,Hannover 96,1,1,1.0,0.0,0.0,draw
2005,Wolfsburg,3,131,VfL Wolfsburg,6,Bayer Leverkusen,2,1,0.0,1.0,0.0,win_home
2005,Bremen,3,134,Werder Bremen,16,VfB Stuttgart,1,1,1.0,0.0,0.0,draw
2005,München,3,40,FC Bayern München,54,Hertha BSC,3,0,0.0,1.0,0.0,win_home
2005,Frankfurt,3,91,Eintracht Frankfurt,79,1. FC Nürnberg,1,0,0.0,1.0,0.0,win_home
2005,Duisburg,3,107,MSV Duisburg,7,Borussia Dortmund,1,1,1.0,0.0,0.0,draw
2005,Bielefeld,3,83,Arminia Bielefeld,81,1. FSV Mainz 05,2,0,0.0,1.0,0.0,win_home
2005,Leverkusen,4,6,Bayer Leverkusen,9,FC Schalke 04,1,1,1.0,0.0,0.0,draw
2005,Gladbach,4,87,Borussia Mönchengladbach,107,MSV Duisburg,2,1,0.0,1.0,0.0,win_home
2005,Kaiserslautern,4,76,1. FC Kaiserslautern,134,Werder Bremen,1,5,0.0,0.0,1.0,win_away
2005,Nürnberg,4,79,1. FC Nürnberg,40,FC Bayern München,1,2,0.0,0.0,1.0,win_away
2005,Stuttgart,4,16,VfB Stuttgart,83,Arminia Bielefeld,1,1,1.0,0.0,0.0,draw
2005,Mainz,4,81,1. FSV Mainz 05,100,Hamburger SV,1,3,0.0,0.0,1.0,win_away
2005,Hannover,4,55,Hannover 96,91,Eintracht Frankfurt,2,0,0.0,1.0,0.0,win_home
2005,Dortmund,4,7,Borussia Dortmund,65,1. FC Köln,2,1,0.0,1.0,0.0,win_home
2005,Berlin,4,54,Hertha BSC,131,VfL Wolfsburg,3,0,0.0,1.0,0.0,win_home
2005,Köln,5,65,1. FC Köln,87,Borussia Mönchengladbach,2,1,0.0,1.0,0.0,win_home
2005,Hamburg,5,100,Hamburger SV,91,Eintracht Frankfurt,1,1,1.0,0.0,0.0,draw
2005,Wolfsburg,5,131,VfL Wolfsburg,79,1. FC Nürnberg,1,1,1.0,0.0,0.0,draw
2005,Bremen,5,134,Werder Bremen,7,Borussia Dortmund,3,2,0.0,1.0,0.0,win_home
2005,München,5,40,FC Bayern München,55,Hannover 96,1,0,0.0,1.0,0.0,win_home
2005,Mainz,5,81,1. FSV Mainz 05,16,VfB Stuttgart,1,2,0.0,0.0,1.0,win_away
2005,Bielefeld,5,83,Arminia Bielefeld,76,1. FC Kaiserslautern,0,0,1.0,0.0,0.0,draw
2005,Duisburg,5,107,MSV Duisburg,6,Bayer Leverkusen,1,3,0.0,0.0,1.0,win_away
2005,Gelsenkirchen,5,9,FC Schalke 04,54,Hertha BSC,0,0,1.0,0.0,0.0,draw
2005,Gladbach,6,87,Borussia Mönchengladbach,134,Werder Bremen,2,1,0.0,1.0,0.0,win_home
2005,Dortmund,6,7,Borussia Dortmund,83,Arminia Bielefeld,2,0,0.0,1.0,0.0,win_home
2005,Frankfurt,6,91,Eintracht Frankfurt,40,FC Bayern München,0,1,0.0,0.0,1.0,win_away
2005,Hannover,6,55,Hannover 96,131,VfL Wolfsburg,2,4,0.0,0.0,1.0,win_away
2005,Leverkusen,6,6,Bayer Leverkusen,65,1. FC Köln,2,1,0.0,1.0,0.0,win_home
2005,Berlin,6,54,Hertha BSC,107,MSV Duisburg,3,2,0.0,1.0,0.0,win_home
2005,Kaiserslautern,6,76,1. FC Kaiserslautern,81,1. FSV Mainz 05,0,2,0.0,0.0,1.0,win_away
2005,Nürnberg,6,79,1. FC Nürnberg,9,FC Schalke 04,1,1,1.0,0.0,0.0,draw
2005,Stuttgart,6,16,VfB Stuttgart,100,Hamburger SV,1,2,0.0,0.0,1.0,win_away
2005,Duisburg,7,107,MSV Duisburg,79,1. FC Nürnberg,1,0,0.0,1.0,0.0,win_home
2005,Gelsenkirchen,7,9,FC Schalke 04,55,Hannover 96,2,0,0.0,1.0,0.0,win_home
2005,Hamburg,7,100,Hamburger SV,40,FC Bayern München,2,0,0.0,1.0,0.0,win_home
2005,Wolfsburg,7,131,VfL Wolfsburg,91,Eintracht Frankfurt,1,0,0.0,1.0,0.0,win_home
2005,Bremen,7,134,Werder Bremen,6,Bayer Leverkusen,2,1,0.0,1.0,0.0,win_home
2005,Mainz,7,81,1. FSV Mainz 05,7,Borussia Dortmund,1,1,1.0,0.0,0.0,draw
2005,Bielefeld,7,83,Arminia Bielefeld,87,Borussia Mönchengladbach,0,2,0.0,0.0,1.0,win_away
2005,Köln,7,65,1. FC Köln,54,Hertha BSC,0,1,0.0,0.0,1.0,win_away
2005,Stuttgart,7,16,VfB Stuttgart,76,1. FC Kaiserslautern,1,0,0.0,1.0,0.0,win_home
2005,Leverkusen,8,6,Bayer Leverkusen,83,Arminia Bielefeld,1,1,1.0,0.0,0.0,draw
2005,Gladbach,8,87,Borussia Mönchengladbach,81,1. FSV Mainz 05,1,0,0.0,1.0,0.0,win_home
2005,Berlin,8,54,Hertha BSC,134,Werder Bremen,1,2,0.0,0.0,1.0,win_away
2005,Nürnberg,8,79,1. FC Nürnberg,65,1. FC Köln,2,1,0.0,1.0,0.0,win_home
2005,München,8,40,FC Bayern München,131,VfL Wolfsburg,2,0,0.0,1.0,0.0,win_home
2005,Frankfurt,8,91,Eintracht Frankfurt,9,FC Schalke 04,0,1,0.0,0.0,1.0,win_away
2005,Hannover,8,55,Hannover 96,107,MSV Duisburg,1,1,1.0,0.0,0.0,draw
2005,Dortmund,8,7,Borussia Dortmund,16,VfB Stuttgart,0,0,1.0,0.0,0.0,draw
2005,Kaiserslautern,8,76,1. FC Kaiserslautern,100,Hamburger SV,0,3,0.0,0.0,1.0,win_away
2005,Gelsenkirchen,9,9,FC Schalke 04,40,FC Bayern München,1,1,1.0,0.0,0.0,draw
2005,Hamburg,9,100,Hamburger SV,131,VfL Wolfsburg,0,1,0.0,0.0,1.0,win_away
2005,Kaiserslautern,9,76,1. FC Kaiserslautern,7,Borussia Dortmund,3,3,1.0,0.0,0.0,draw
2005,Bremen,9,134,Werder Bremen,79,1. FC Nürnberg,6,2,0.0,1.0,0.0,win_home
2005,Stuttgart,9,16,VfB Stuttgart,87,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,draw
2005,Mainz,9,81,1. FSV Mainz 05,6,Bayer Leverkusen,3,1,0.0,1.0,0.0,win_home
2005,Bielefeld,9,83,Arminia Bielefeld,54,Hertha BSC,3,0,0.0,1.0,0.0,win_home
2005,Köln,9,65,1. FC Köln,55,Hannover 96,1,4,0.0,0.0,1.0,win_away
2005,Duisburg,9,107,MSV Duisburg,91,Eintracht Frankfurt,0,1,0.0,0.0,1.0,win_away
2005,Gladbach,10,87,Borussia Mönchengladbach,76,1. FC Kaiserslautern,4,1,0.0,1.0,0.0,win_home
2005,Berlin,10,54,Hertha BSC,81,1. FSV Mainz 05,3,1,0.0,1.0,0.0,win_home
2005,Wolfsburg,10,131,VfL Wolfsburg,9,FC Schalke 04,0,0,1.0,0.0,0.0,draw
2005,Nürnberg,10,79,1. FC Nürnberg,83,Arminia Bielefeld,2,3,0.0,0.0,1.0,win_away
2005,München,10,40,FC Bayern München,107,MSV Duisburg,4,0,0.0,1.0,0.0,win_home
2005,Frankfurt,10,91,Eintracht Frankfurt,65,1. FC Köln,6,3,0.0,1.0,0.0,win_home
2005,Hannover,10,55,Hannover 96,134,Werder Bremen,0,0,1.0,0.0,0.0,draw
2005,Leverkusen,10,6,Bayer Leverkusen,16,VfB Stuttgart,1,1,1.0,0.0,0.0,draw
2005,Dortmund,10,7,Borussia Dortmund,100,Hamburger SV,1,1,1.0,0.0,0.0,draw
2005,Köln,11,65,1. FC Köln,40,FC Bayern München,1,2,0.0,0.0,1.0,win_away
2005,Duisburg,11,107,MSV Duisburg,131,VfL Wolfsburg,1,0,0.0,1.0,0.0,win_home
2005,Dortmund,11,7,Borussia Dortmund,87,Borussia Mönchengladbach,2,1,0.0,1.0,0.0,win_home
2005,Hamburg,11,100,Hamburger SV,9,FC Schalke 04,1,0,0.0,1.0,0.0,win_home
2005,Kaiserslautern,11,76,1. FC Kaiserslautern,6,Bayer Leverkusen,2,2,1.0,0.0,0.0,draw
2005,Bremen,11,134,Werder Bremen,91,Eintracht Frankfurt,4,1,0.0,1.0,0.0,win_home
2005,Stuttgart,11,16,VfB Stuttgart,54,Hertha BSC,3,3,1.0,0.0,0.0,draw
2005,Mainz,11,81,1. FSV Mainz 05,79,1. FC Nürnberg,4,1,0.0,1.0,0.0,win_home
2005,Bielefeld,11,83,Arminia Bielefeld,55,Hannover 96,4,1,0.0,1.0,0.0,win_home
2005,Leverkusen,12,6,Bayer Leverkusen,7,Borussia Dortmund,2,1,0.0,1.0,0.0,win_home
2005,Gelsenkirchen,12,9,FC Schalke 04,107,MSV Duisburg,3,0,0.0,1.0,0.0,win_home
2005,Berlin,12,54,Hertha BSC,76,1. FC Kaiserslautern,3,0,0.0,1.0,0.0,win_home
2005,Wolfsburg,12,131,VfL Wolfsburg,65,1. FC Köln,1,1,1.0,0.0,0.0,draw
2005,München,12,40,FC Bayern München,134,Werder Bremen,3,1,0.0,1.0,0.0,win_home
2005,Frankfurt,12,91,Eintracht Frankfurt,83,Arminia Bielefeld,3,0,0.0,1.0,0.0,win_home
2005,Hannover,12,55,Hannover 96,81,1. FSV Mainz 05,2,2,1.0,0.0,0.0,draw
2005,Gladbach,12,87,Borussia Mönchengladbach,100,Hamburger SV,0,0,1.0,0.0,0.0,draw
2005,Nürnberg,12,79,1. FC Nürnberg,16,VfB Stuttgart,0,1,0.0,0.0,1.0,win_away
2005,Köln,13,65,1. FC Köln,9,FC Schalke 04,2,2,1.0,0.0,0.0,draw
2005,Gladbach,13,87,Borussia Mönchengladbach,6,Bayer Leverkusen,1,1,1.0,0.0,0.0,draw
2005,Dortmund,13,7,Borussia Dortmund,54,Hertha BSC,2,0,0.0,1.0,0.0,win_home
2005,Kaiserslautern,13,76,1. FC Kaiserslautern,79,1. FC Nürnberg,1,3,0.0,0.0,1.0,win_away
2005,Bremen,13,134,Werder Bremen,131,VfL Wolfsburg,6,1,0.0,1.0,0.0,win_home
2005,Mainz,13,81,1. FSV Mainz 05,91,Eintracht Frankfurt,2,2,1.0,0.0,0.0,draw
2005,Bielefeld,13,83,Arminia Bielefeld,40,FC Bayern München,1,2,0.0,0.0,1.0,win_away
2005,Hamburg,13,100,Hamburger SV,107,MSV Duisburg,2,0,0.0,1.0,0.0,win_home
2005,Stuttgart,13,16,VfB Stuttgart,55,Hannover 96,2,2,1.0,0.0,0.0,draw
2005,Leverkusen,14,6,Bayer Leverkusen,100,Hamburger SV,0,1,0.0,0.0,1.0,win_away
2005,Gelsenkirchen,14,9,FC Schalke 04,134,Werder Bremen,2,1,0.0,1.0,0.0,win_home
2005,Wolfsburg,14,131,VfL Wolfsburg,83,Arminia Bielefeld,0,0,1.0,0.0,0.0,draw
2005,Nürnberg,14,79,1. FC Nürnberg,7,Borussia Dortmund,1,2,0.0,0.0,1.0,win_away
2005,München,14,40,FC Bayern München,81,1. FSV Mainz 05,2,1,0.0,1.0,0.0,win_home
2005,Hannover,14,55,Hannover 96,76,1. FC Kaiserslautern,5,1,0.0,1.0,0.0,win_home
2005,Berlin,14,54,Hertha BSC,87,Borussia Mönchengladbach,2,2,1.0,0.0,0.0,draw
2005,Frankfurt,14,91,Eintracht Frankfurt,16,VfB Stuttgart,1,1,1.0,0.0,0.0,draw
2005,Gladbach,15,87,Borussia Mönchengladbach,79,1. FC Nürnberg,0,1,0.0,0.0,1.0,win_away
2005,Dortmund,15,7,Borussia Dortmund,55,Hannover 96,0,2,0.0,0.0,1.0,win_away
2005,Hamburg,15,100,Hamburger SV,65,1. FC Köln,3,1,0.0,1.0,0.0,win_home
2005,Bremen,15,134,Werder Bremen,107,MSV Duisburg,2,0,0.0,1.0,0.0,win_home
2005,Stuttgart,15,16,VfB Stuttgart,40,FC Bayern München,0,0,1.0,0.0,0.0,draw
2005,Bielefeld,15,83,Arminia Bielefeld,9,FC Schalke 04,0,1,0.0,0.0,1.0,win_away
2005,Leverkusen,15,6,Bayer Leverkusen,54,Hertha BSC,1,2,0.0,0.0,1.0,win_away
2005,Mainz,15,81,1. FSV Mainz 05,131,VfL Wolfsburg,5,1,0.0,1.0,0.0,win_home
2005,Duisburg,14,107,MSV Duisburg,65,1. FC Köln,1,1,1.0,0.0,0.0,draw
2005,Duisburg,16,107,MSV Duisburg,83,Arminia Bielefeld,1,1,1.0,0.0,0.0,draw
2005,Gelsenkirchen,16,9,FC Schalke 04,81,1. FSV Mainz 05,1,0,0.0,1.0,0.0,win_home
2005,Hamburg,16,100,Hamburger SV,54,Hertha BSC,2,1,0.0,1.0,0.0,win_home
2005,Wolfsburg,16,131,VfL Wolfsburg,16,VfB Stuttgart,0,1,0.0,0.0,1.0,win_away
2005,Nürnberg,16,79,1. FC Nürnberg,6,Bayer Leverkusen,1,1,1.0,0.0,0.0,draw
2005,Frankfurt,16,91,Eintracht Frankfurt,7,Borussia Dortmund,2,0,0.0,1.0,0.0,win_home
2005,Hannover,16,55,Hannover 96,87,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,draw
2005,Köln,16,65,1. FC Köln,134,Werder Bremen,1,4,0.0,0.0,1.0,win_away
2005,München,16,40,FC Bayern München,76,1. FC Kaiserslautern,2,1,0.0,1.0,0.0,win_home
2005,Kaiserslautern,15,76,1. FC Kaiserslautern,91,Eintracht Frankfurt,1,2,0.0,0.0,1.0,win_away
2005,Leverkusen,17,6,Bayer Leverkusen,55,Hannover 96,0,0,1.0,0.0,0.0,draw
2005,Gladbach,17,87,Borussia Mönchengladbach,91,Eintracht Frankfurt,4,3,0.0,1.0,0.0,win_home
2005,Dortmund,17,7,Borussia Dortmund,40,FC Bayern München,1,2,0.0,0.0,1.0,win_away
2005,Kaiserslautern,17,76,1. FC Kaiserslautern,131,VfL Wolfsburg,3,2,0.0,1.0,0.0,win_home
2005,Stuttgart,17,16,VfB Stuttgart,9,FC Schalke 04,2,0,0.0,1.0,0.0,win_home
2005,Mainz,17,81,1. FSV Mainz 05,107,MSV Duisburg,1,1,1.0,0.0,0.0,draw
2005,Bielefeld,17,83,Arminia Bielefeld,65,1. FC Köln,3,2,0.0,1.0,0.0,win_home
2005,Berlin,17,54,Hertha BSC,79,1. FC Nürnberg,1,1,1.0,0.0,0.0,draw
2005,Bremen,17,134,Werder Bremen,100,Hamburger SV,1,1,1.0,0.0,0.0,draw
2005,Gladbach,18,87,Borussia Mönchengladbach,40,FC Bayern München,1,3,0.0,0.0,1.0,win_away
2005,Mainz,18,81,1. FSV Mainz 05,65,1. FC Köln,4,2,0.0,1.0,0.0,win_home
2005,Stuttgart,18,16,VfB Stuttgart,107,MSV Duisburg,0,1,0.0,0.0,1.0,win_away
2005,Nürnberg,18,79,1. FC Nürnberg,100,Hamburger SV,2,1,0.0,1.0,0.0,win_home
2005,Dortmund,18,7,Borussia Dortmund,131,VfL Wolfsburg,3,2,0.0,1.0,0.0,win_home
2005,Leverkusen,18,6,Bayer Leverkusen,91,Eintracht Frankfurt,2,1,0.0,1.0,0.0,win_home
2005,Berlin,18,54,Hertha BSC,55,Hannover 96,1,1,1.0,0.0,0.0,draw
2005,Kaiserslautern,18,76,1. FC Kaiserslautern,9,FC Schalke 04,0,2,0.0,0.0,1.0,win_away
2005,Bielefeld,18,83,Arminia Bielefeld,134,Werder Bremen,0,1,0.0,0.0,1.0,win_away
2005,München,19,40,FC Bayern München,6,Bayer Leverkusen,1,0,0.0,1.0,0.0,win_home
2005,Gelsenkirchen,19,9,FC Schalke 04,7,Borussia Dortmund,0,0,1.0,0.0,0.0,draw
2005,Frankfurt,19,91,Eintracht Frankfurt,54,Hertha BSC,1,1,1.0,0.0,0.0,draw
2005,Duisburg,19,107,MSV Duisburg,76,1. FC Kaiserslautern,2,2,1.0,0.0,0.0,draw
2005,Köln,19,65,1. FC Köln,16,VfB Stuttgart,0,0,1.0,0.0,0.0,draw
2005,Bremen,19,134,Werder Bremen,81,1. FSV Mainz 05,4,2,0.0,1.0,0.0,win_home
2005,Hamburg,19,100,Hamburger SV,83,Arminia Bielefeld,2,1,0.0,1.0,0.0,win_home
2005,Wolfsburg,19,131,VfL Wolfsburg,87,Borussia Mönchengladbach,2,0,0.0,1.0,0.0,win_home
2005,Hannover,19,55,Hannover 96,79,1. FC Nürnberg,1,1,1.0,0.0,0.0,draw
2005,Kaiserslautern,20,76,1. FC Kaiserslautern,65,1. FC Köln,2,2,1.0,0.0,0.0,draw
2005,Dortmund,20,7,Borussia Dortmund,107,MSV Duisburg,2,0,0.0,1.0,0.0,win_home
2005,Berlin,20,54,Hertha BSC,40,FC Bayern München,0,0,1.0,0.0,0.0,draw
2005,Mainz,20,81,1. FSV Mainz 05,83,Arminia Bielefeld,1,1,1.0,0.0,0.0,draw
2005,Gladbach,20,87,Borussia Mönchengladbach,9,FC Schalke 04,0,0,1.0,0.0,0.0,draw
2005,Hannover,20,55,Hannover 96,100,Hamburger SV,2,1,0.0,1.0,0.0,win_home
2005,Leverkusen,20,6,Bayer Leverkusen,131,VfL Wolfsburg,4,0,0.0,1.0,0.0,win_home
2005,Stuttgart,20,16,VfB Stuttgart,134,Werder Bremen,0,0,1.0,0.0,0.0,draw
2005,Nürnberg,20,79,1. FC Nürnberg,91,Eintracht Frankfurt,0,1,0.0,0.0,1.0,win_away
2005,Gelsenkirchen,21,9,FC Schalke 04,6,Bayer Leverkusen,7,4,0.0,1.0,0.0,win_home
2005,Duisburg,21,107,MSV Duisburg,87,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,draw
2005,Wolfsburg,21,131,VfL Wolfsburg,54,Hertha BSC,1,1,1.0,0.0,0.0,draw
2005,Bremen,21,134,Werder Bremen,76,1. FC Kaiserslautern,0,2,0.0,0.0,1.0,win_away
2005,Bielefeld,21,83,Arminia Bielefeld,16,VfB Stuttgart,2,1,0.0,1.0,0.0,win_home
2005,Hamburg,21,100,Hamburger SV,81,1. FSV Mainz 05,1,0,0.0,1.0,0.0,win_home
2005,Frankfurt,21,91,Eintracht Frankfurt,55,Hannover 96,0,1,0.0,0.0,1.0,win_away
2005,Köln,21,65,1. FC Köln,7,Borussia Dortmund,0,0,1.0,0.0,0.0,draw
2005,München,21,40,FC Bayern München,79,1. FC Nürnberg,2,1,0.0,1.0,0.0,win_home
2005,Gladbach,22,87,Borussia Mönchengladbach,65,1. FC Köln,2,0,0.0,1.0,0.0,win_home
2005,Leverkusen,22,6,Bayer Leverkusen,107,MSV Duisburg,3,2,0.0,1.0,0.0,win_home
2005,Berlin,22,54,Hertha BSC,9,FC Schalke 04,1,2,0.0,0.0,1.0,win_away
2005,Nürnberg,22,79,1. FC Nürnberg,131,VfL Wolfsburg,1,0,0.0,1.0,0.0,win_home
2005,Dortmund,22,7,Borussia Dortmund,134,Werder Bremen,0,1,0.0,0.0,1.0,win_away
2005,Hannover,22,55,Hannover 96,40,FC Bayern München,1,1,1.0,0.0,0.0,draw
2005,Kaiserslautern,22,76,1. FC Kaiserslautern,83,Arminia Bielefeld,2,0,0.0,1.0,0.0,win_home
2005,Frankfurt,22,91,Eintracht Frankfurt,100,Hamburger SV,1,2,0.0,0.0,1.0,win_away
2005,Stuttgart,22,16,VfB Stuttgart,81,1. FSV Mainz 05,2,1,0.0,1.0,0.0,win_home
2005,Köln,23,65,1. FC Köln,6,Bayer Leverkusen,0,3,0.0,0.0,1.0,win_away
2005,Bremen,23,134,Werder Bremen,87,Borussia Mönchengladbach,2,0,0.0,1.0,0.0,win_home
2005,Bielefeld,23,83,Arminia Bielefeld,7,Borussia Dortmund,1,0,0.0,1.0,0.0,win_home
2005,Mainz,23,81,1. FSV Mainz 05,76,1. FC Kaiserslautern,0,2,0.0,0.0,1.0,win_away
2005,Gelsenkirchen,23,9,FC Schalke 04,79,1. FC Nürnberg,2,0,0.0,1.0,0.0,win_home
2005,München,23,40,FC Bayern München,91,Eintracht Frankfurt,5,2,0.0,1.0,0.0,win_home
2005,Wolfsburg,23,131,VfL Wolfsburg,55,Hannover 96,2,1,0.0,1.0,0.0,win_home
2005,Duisburg,23,107,MSV Duisburg,54,Hertha BSC,2,1,0.0,1.0,0.0,win_home
2005,Hamburg,23,100,Hamburger SV,16,VfB Stuttgart,0,2,0.0,0.0,1.0,win_away
2005,Berlin,24,54,Hertha BSC,65,1. FC Köln,2,4,0.0,0.0,1.0,win_away
2005,Nürnberg,24,79,1. FC Nürnberg,107,MSV Duisburg,3,0,0.0,1.0,0.0,win_home
2005,Hannover,24,55,Hannover 96,9,FC Schalke 04,1,2,0.0,0.0,1.0,win_away
2005,München,24,40,FC Bayern München,100,Hamburger SV,1,2,0.0,0.0,1.0,win_away
2005,Leverkusen,24,6,Bayer Leverkusen,134,Werder Bremen,1,1,1.0,0.0,0.0,draw
2005,Dortmund,24,7,Borussia Dortmund,81,1. FSV Mainz 05,1,1,1.0,0.0,0.0,draw
2005,Frankfurt,24,91,Eintracht Frankfurt,131,VfL Wolfsburg,1,1,1.0,0.0,0.0,draw
2005,Gladbach,24,87,Borussia Mönchengladbach,83,Arminia Bielefeld,2,0,0.0,1.0,0.0,win_home
2005,Kaiserslautern,24,76,1. FC Kaiserslautern,16,VfB Stuttgart,1,1,1.0,0.0,0.0,draw
2005,Bielefeld,25,83,Arminia Bielefeld,6,Bayer Leverkusen,1,0,0.0,1.0,0.0,win_home
2005,Mainz,25,81,1. FSV Mainz 05,87,Borussia Mönchengladbach,3,0,0.0,1.0,0.0,win_home
2005,Stuttgart,25,16,VfB Stuttgart,7,Borussia Dortmund,0,0,1.0,0.0,0.0,draw
2005,Bremen,25,134,Werder Bremen,54,Hertha BSC,0,3,0.0,0.0,1.0,win_away
2005,Köln,25,65,1. FC Köln,79,1. FC Nürnberg,3,4,0.0,0.0,1.0,win_away
2005,Wolfsburg,25,131,VfL Wolfsburg,40,FC Bayern München,0,0,1.0,0.0,0.0,draw
2005,Duisburg,25,107,MSV Duisburg,55,Hannover 96,0,0,1.0,0.0,0.0,draw
2005,Gelsenkirchen,25,9,FC Schalke 04,91,Eintracht Frankfurt,2,0,0.0,1.0,0.0,win_home
2005,Hamburg,25,100,Hamburger SV,76,1. FC Kaiserslautern,3,0,0.0,1.0,0.0,win_home
2005,Hannover,26,55,Hannover 96,65,1. FC Köln,1,0,0.0,1.0,0.0,win_home
2005,Frankfurt,26,91,Eintracht Frankfurt,107,MSV Duisburg,5,2,0.0,1.0,0.0,win_home
2005,Wolfsburg,26,131,VfL Wolfsburg,100,Hamburger SV,0,1,0.0,0.0,1.0,win_away
2005,Dortmund,26,7,Borussia Dortmund,76,1. FC Kaiserslautern,2,1,0.0,1.0,0.0,win_home
2005,Nürnberg,26,79,1. FC Nürnberg,134,Werder Bremen,3,1,0.0,1.0,0.0,win_home
2005,Gladbach,26,87,Borussia Mönchengladbach,16,VfB Stuttgart,1,1,1.0,0.0,0.0,draw
2005,Leverkusen,26,6,Bayer Leverkusen,81,1. FSV Mainz 05,1,2,0.0,0.0,1.0,win_away
2005,München,26,40,FC Bayern München,9,FC Schalke 04,3,0,0.0,1.0,0.0,win_home
2005,Berlin,26,54,Hertha BSC,83,Arminia Bielefeld,1,0,0.0,1.0,0.0,win_home
2005,Stuttgart,27,16,VfB Stuttgart,6,Bayer Leverkusen,0,2,0.0,0.0,1.0,win_away
2005,Hamburg,27,100,Hamburger SV,7,Borussia Dortmund,2,4,0.0,0.0,1.0,win_away
2005,Mainz,27,81,1. FSV Mainz 05,54,Hertha BSC,2,2,1.0,0.0,0.0,draw
2005,Gelsenkirchen,27,9,FC Schalke 04,131,VfL Wolfsburg,2,2,1.0,0.0,0.0,draw
2005,Duisburg,27,107,MSV Duisburg,40,FC Bayern München,1,3,0.0,0.0,1.0,win_away
2005,Köln,27,65,1. FC Köln,91,Eintracht Frankfurt,1,1,1.0,0.0,0.0,draw
2005,Bremen,27,134,Werder Bremen,55,Hannover 96,5,0,0.0,1.0,0.0,win_home
2005,Kaiserslautern,27,76,1. FC Kaiserslautern,87,Borussia Mönchengladbach,3,0,0.0,1.0,0.0,win_home
2005,Bielefeld,27,83,Arminia Bielefeld,79,1. FC Nürnberg,0,0,1.0,0.0,0.0,draw
2005,München,28,40,FC Bayern München,65,1. FC Köln,2,2,1.0,0.0,0.0,draw
2005,Wolfsburg,28,131,VfL Wolfsburg,107,MSV Duisburg,1,1,1.0,0.0,0.0,draw
2005,Gladbach,28,87,Borussia Mönchengladbach,7,Borussia Dortmund,2,1,0.0,1.0,0.0,win_home
2005,Leverkusen,28,6,Bayer Leverkusen,76,1. FC Kaiserslautern,5,1,0.0,1.0,0.0,win_home
2005,Frankfurt,28,91,Eintracht Frankfurt,134,Werder Bremen,0,1,0.0,0.0,1.0,win_away
2005,Berlin,28,54,Hertha BSC,16,VfB Stuttgart,2,0,0.0,1.0,0.0,win_home
2005,Nürnberg,28,79,1. FC Nürnberg,81,1. FSV Mainz 05,3,0,0.0,1.0,0.0,win_home
2005,Gelsenkirchen,28,9,FC Schalke 04,100,Hamburger SV,0,2,0.0,0.0,1.0,win_away
2005,Hannover,28,55,Hannover 96,83,Arminia Bielefeld,0,1,0.0,0.0,1.0,win_away
2005,Dortmund,29,7,Borussia Dortmund,6,Bayer Leverkusen,1,2,0.0,0.0,1.0,win_away
2005,Kaiserslautern,29,76,1. FC Kaiserslautern,54,Hertha BSC,0,2,0.0,0.0,1.0,win_away
