season_x,location,matchday_nr_x,home_team_id,home_team_name_x,away_team_id,away_team_name_x,goals_home,goals_away,outcome,total_goals,identifier,hist_home_team_win,hist_draw,hist_away_team_win,hist_goal_dif
2009,Gelsenkirchen,10,9,FC Schalke 04,100,Hamburger SV,3,3,draw,6,2009_FC Schalke 04_Hamburger SV,31.0,19.0,32.0,-17.0
2009,Gelsenkirchen,10,9,FC Schalke 04,100,Hamburger SV,3,3,draw,6,2009_FC Schalke 04_Hamburger SV,31.0,18.0,31.0,-16.0
2009,Bochum,10,129,VfL Bochum,134,Werder Bremen,1,4,win_away,5,2009_VfL Bochum_Werder Bremen,10.0,15.0,39.0,-63.0
2009,Dortmund,11,7,Borussia Dortmund,54,Hertha BSC,2,0,win_home,2,2009_Borussia Dortmund_Hertha BSC,21.0,13.0,14.0,16.0
2009,Wolfsburg,11,131,VfL Wolfsburg,81,1. FSV Mainz 05,3,3,draw,6,2009_VfL Wolfsburg_1. FSV Mainz 05,8.0,4.0,4.0,1.0
2009,Stuttgart,11,16,VfB Stuttgart,40,FC Bayern München,0,0,draw,0,2009_VfB Stuttgart_FC Bayern München,16.0,19.0,49.0,-66.0
2009,Hamburg,11,100,Hamburger SV,87,Borussia Mönchengladbach,2,3,win_away,5,2009_Hamburger SV_Borussia Mönchengladbach,34.0,21.0,27.0,3.0
2009,Köln,11,65,1. FC Köln,55,Hannover 96,0,1,win_away,1,2009_1. FC Köln_Hannover 96,16.0,6.0,16.0,0.0
2009,Nürnberg,11,79,1. FC Nürnberg,134,Werder Bremen,2,2,draw,4,2009_1. FC Nürnberg_Werder Bremen,13.0,13.0,26.0,-23.0
2009,Gelsenkirchen,11,9,FC Schalke 04,6,Bayer Leverkusen,2,2,draw,4,2009_FC Schalke 04_Bayer Leverkusen,11.0,16.0,23.0,-20.0
2009,Gelsenkirchen,11,9,FC Schalke 04,6,Bayer Leverkusen,2,2,draw,4,2009_FC Schalke 04_Bayer Leverkusen,11.0,16.0,21.0,-18.0
2009,Freiburg,11,112,SC Freiburg,175,TSG 1899 Hoffenheim,0,1,win_away,1,2009_SC Freiburg_TSG 1899 Hoffenheim,1.0,0.0,1.0,-1.0
2009,Frankfurt,11,91,Eintracht Frankfurt,129,VfL Bochum,2,1,win_home,3,2009_Eintracht Frankfurt_VfL Bochum,21.0,15.0,24.0,6.0
2009,Leverkusen,12,6,Bayer Leverkusen,91,Eintracht Frankfurt,4,0,win_home,4,2009_Bayer Leverkusen_Eintracht Frankfurt,20.0,12.0,18.0,3.0
2009,Leverkusen,12,6,Bayer Leverkusen,91,Eintracht Frankfurt,4,0,win_home,4,2009_Bayer Leverkusen_Eintracht Frankfurt,19.0,11.0,18.0,1.0
2009,München,12,40,FC Bayern München,9,FC Schalke 04,1,1,draw,2,2009_FC Bayern München_FC Schalke 04,37.0,24.0,17.0,67.0
2009,München,12,40,FC Bayern München,9,FC Schalke 04,1,1,draw,2,2009_FC Bayern München_FC Schalke 04,36.0,24.0,16.0,67.0
2009,Sinsheim,12,175,TSG 1899 Hoffenheim,131,VfL Wolfsburg,1,2,win_away,3,2009_TSG 1899 Hoffenheim_VfL Wolfsburg,1.0,0.0,1.0,-3.0
2009,Bochum,12,129,VfL Bochum,112,SC Freiburg,1,2,win_away,3,2009_VfL Bochum_SC Freiburg,6.0,3.0,5.0,0.0
2009,Gladbach,12,87,Borussia Mönchengladbach,16,VfB Stuttgart,0,0,draw,0,2009_Borussia Mönchengladbach_VfB Stuttgart,22.0,24.0,32.0,-32.0
2009,Mainz,12,81,1. FSV Mainz 05,79,1. FC Nürnberg,1,0,win_home,1,2009_1. FSV Mainz 05_1. FC Nürnberg,9.0,5.0,10.0,-8.0
2009,Hannover,12,55,Hannover 96,100,Hamburger SV,2,2,draw,4,2009_Hannover 96_Hamburger SV,13.0,11.0,18.0,-9.0
2009,Berlin,12,54,Hertha BSC,65,1. FC Köln,0,1,win_away,1,2009_Hertha BSC_1. FC Köln,14.0,9.0,21.0,-24.0
2009,Bremen,12,134,Werder Bremen,7,Borussia Dortmund,1,1,draw,2,2009_Werder Bremen_Borussia Dortmund,38.0,15.0,29.0,25.0
2009,Wolfsburg,13,131,VfL Wolfsburg,79,1. FC Nürnberg,2,3,win_away,5,2009_VfL Wolfsburg_1. FC Nürnberg,3.0,9.0,6.0,-4.0
2009,Stuttgart,13,16,VfB Stuttgart,54,Hertha BSC,1,1,draw,2,2009_VfB Stuttgart_Hertha BSC,18.0,14.0,20.0,4.0
2009,Stuttgart,13,16,VfB Stuttgart,54,Hertha BSC,1,1,draw,2,2009_VfB Stuttgart_Hertha BSC,17.0,14.0,19.0,3.0
2009,Gelsenkirchen,13,9,FC Schalke 04,55,Hannover 96,2,0,win_home,2,2009_FC Schalke 04_Hannover 96,24.0,12.0,12.0,30.0
2009,Köln,13,65,1. FC Köln,175,TSG 1899 Hoffenheim,0,4,win_away,4,2009_1. FC Köln_TSG 1899 Hoffenheim,2.0,0.0,2.0,0.0
2009,Frankfurt,13,91,Eintracht Frankfurt,87,Borussia Mönchengladbach,1,2,win_away,3,2009_Eintracht Frankfurt_Borussia Mönchengladbach,29.0,22.0,21.0,15.0
2009,Frankfurt,13,91,Eintracht Frankfurt,87,Borussia Mönchengladbach,1,2,win_away,3,2009_Eintracht Frankfurt_Borussia Mönchengladbach,27.0,22.0,21.0,11.0
2009,Freiburg,13,112,SC Freiburg,134,Werder Bremen,0,6,win_away,6,2009_SC Freiburg_Werder Bremen,5.0,2.0,13.0,-21.0
2009,Dortmund,13,7,Borussia Dortmund,81,1. FSV Mainz 05,0,0,draw,0,2009_Borussia Dortmund_1. FSV Mainz 05,1.0,4.0,1.0,2.0
2009,München,13,40,FC Bayern München,6,Bayer Leverkusen,1,1,draw,2,2009_FC Bayern München_Bayer Leverkusen,37.0,10.0,13.0,44.0
2009,München,13,40,FC Bayern München,6,Bayer Leverkusen,1,1,draw,2,2009_FC Bayern München_Bayer Leverkusen,35.0,10.0,13.0,39.0
2009,Hamburg,13,100,Hamburger SV,129,VfL Bochum,0,1,win_away,1,2009_Hamburger SV_VfL Bochum,29.0,19.0,18.0,25.0
2009,Hamburg,13,100,Hamburger SV,129,VfL Bochum,0,1,win_away,1,2009_Hamburger SV_VfL Bochum,28.0,18.0,18.0,23.0
2009,Bochum,14,129,VfL Bochum,65,1. FC Köln,0,0,draw,0,2009_VfL Bochum_1. FC Köln,11.0,14.0,33.0,-41.0
2009,Berlin,14,54,Hertha BSC,91,Eintracht Frankfurt,1,3,win_away,4,2009_Hertha BSC_Eintracht Frankfurt,24.0,11.0,15.0,15.0
2009,Berlin,14,54,Hertha BSC,91,Eintracht Frankfurt,1,3,win_away,4,2009_Hertha BSC_Eintracht Frankfurt,22.0,11.0,15.0,12.0
2009,Sinsheim,14,175,TSG 1899 Hoffenheim,7,Borussia Dortmund,1,2,win_away,3,2009_TSG 1899 Hoffenheim_Borussia Dortmund,1.0,1.0,0.0,3.0
2009,Bremen,14,134,Werder Bremen,131,VfL Wolfsburg,2,2,draw,4,2009_Werder Bremen_VfL Wolfsburg,11.0,4.0,9.0,10.0
2009,Mainz,14,81,1. FSV Mainz 05,100,Hamburger SV,1,1,draw,2,2009_1. FSV Mainz 05_Hamburger SV,1.0,2.0,3.0,-3.0
2009,Nürnberg,14,79,1. FC Nürnberg,112,SC Freiburg,0,1,win_away,1,2009_1. FC Nürnberg_SC Freiburg,11.0,2.0,3.0,17.0
2009,Gladbach,14,87,Borussia Mönchengladbach,9,FC Schalke 04,1,0,win_home,1,2009_Borussia Mönchengladbach_FC Schalke 04,28.0,23.0,21.0,36.0
2009,Gladbach,14,87,Borussia Mönchengladbach,9,FC Schalke 04,1,0,win_home,1,2009_Borussia Mönchengladbach_FC Schalke 04,27.0,23.0,20.0,37.0
2009,Leverkusen,14,6,Bayer Leverkusen,16,VfB Stuttgart,4,0,win_home,4,2009_Bayer Leverkusen_VfB Stuttgart,23.0,16.0,21.0,10.0
2009,Leverkusen,14,6,Bayer Leverkusen,16,VfB Stuttgart,4,0,win_home,4,2009_Bayer Leverkusen_VfB Stuttgart,22.0,16.0,20.0,10.0
2009,Hannover,14,55,Hannover 96,40,FC Bayern München,0,3,win_away,3,2009_Hannover 96_FC Bayern München,7.0,8.0,25.0,-59.0
2009,München,15,40,FC Bayern München,87,Borussia Mönchengladbach,2,1,win_home,3,2009_FC Bayern München_Borussia Mönchengladbach,40.0,24.0,18.0,60.0
2009,München,15,40,FC Bayern München,87,Borussia Mönchengladbach,2,1,win_home,3,2009_FC Bayern München_Borussia Mönchengladbach,39.0,23.0,18.0,59.0
2009,Wolfsburg,15,131,VfL Wolfsburg,112,SC Freiburg,2,2,draw,4,2009_VfL Wolfsburg_SC Freiburg,3.0,6.0,5.0,0.0
2009,Stuttgart,15,16,VfB Stuttgart,129,VfL Bochum,1,1,draw,2,2009_VfB Stuttgart_VfL Bochum,32.0,15.0,15.0,31.0
2009,Hamburg,15,100,Hamburger SV,175,TSG 1899 Hoffenheim,0,0,draw,0,2009_Hamburger SV_TSG 1899 Hoffenheim,1.0,0.0,1.0,-2.0
2009,Dortmund,15,7,Borussia Dortmund,79,1. FC Nürnberg,4,0,win_home,4,2009_Borussia Dortmund_1. FC Nürnberg,24.0,17.0,13.0,22.0
2009,Hannover,15,55,Hannover 96,6,Bayer Leverkusen,0,0,draw,0,2009_Hannover 96_Bayer Leverkusen,6.0,7.0,13.0,-14.0
2009,Hannover,15,55,Hannover 96,6,Bayer Leverkusen,0,0,draw,0,2009_Hannover 96_Bayer Leverkusen,5.0,7.0,12.0,-11.0
2009,Frankfurt,15,91,Eintracht Frankfurt,81,1. FSV Mainz 05,2,0,win_home,2,2009_Eintracht Frankfurt_1. FSV Mainz 05,2.0,9.0,1.0,1.0
2009,Köln,15,65,1. FC Köln,134,Werder Bremen,0,0,draw,0,2009_1. FC Köln_Werder Bremen,31.0,17.0,30.0,8.0
2009,Köln,15,65,1. FC Köln,134,Werder Bremen,0,0,draw,0,2009_1. FC Köln_Werder Bremen,30.0,17.0,29.0,9.0
2009,Gelsenkirchen,15,9,FC Schalke 04,54,Hertha BSC,2,0,win_home,2,2009_FC Schalke 04_Hertha BSC,26.0,11.0,25.0,9.0
2009,Berlin,16,54,Hertha BSC,6,Bayer Leverkusen,2,2,draw,4,2009_Hertha BSC_Bayer Leverkusen,8.0,7.0,15.0,-20.0
2009,Berlin,16,54,Hertha BSC,6,Bayer Leverkusen,2,2,draw,4,2009_Hertha BSC_Bayer Leverkusen,6.0,7.0,15.0,-22.0
2009,Sinsheim,16,175,TSG 1899 Hoffenheim,91,Eintracht Frankfurt,1,1,draw,2,2009_TSG 1899 Hoffenheim_Eintracht Frankfurt,1.0,1.0,0.0,1.0
2009,Bochum,16,129,VfL Bochum,40,FC Bayern München,1,5,win_away,6,2009_VfL Bochum_FC Bayern München,8.0,15.0,43.0,-85.0
2009,Bochum,16,129,VfL Bochum,40,FC Bayern München,1,5,win_away,6,2009_VfL Bochum_FC Bayern München,8.0,14.0,42.0,-82.0
2009,Gladbach,16,87,Borussia Mönchengladbach,55,Hannover 96,5,3,win_home,8,2009_Borussia Mönchengladbach_Hannover 96,22.0,9.0,11.0,22.0
2009,Gladbach,16,87,Borussia Mönchengladbach,55,Hannover 96,5,3,win_home,8,2009_Borussia Mönchengladbach_Hannover 96,21.0,9.0,10.0,25.0
2009,Freiburg,16,112,SC Freiburg,65,1. FC Köln,0,0,draw,0,2009_SC Freiburg_1. FC Köln,8.0,4.0,8.0,4.0
2009,Nürnberg,16,79,1. FC Nürnberg,100,Hamburger SV,0,4,win_away,4,2009_1. FC Nürnberg_Hamburger SV,12.0,13.0,29.0,-42.0
2009,Bremen,16,134,Werder Bremen,9,FC Schalke 04,0,2,win_away,2,2009_Werder Bremen_FC Schalke 04,37.0,17.0,26.0,37.0
2009,Mainz,16,81,1. FSV Mainz 05,16,VfB Stuttgart,1,1,draw,2,2009_1. FSV Mainz 05_VfB Stuttgart,2.0,1.0,5.0,-3.0
2009,Wolfsburg,16,131,VfL Wolfsburg,7,Borussia Dortmund,1,3,win_away,4,2009_VfL Wolfsburg_Borussia Dortmund,6.0,8.0,12.0,-9.0
2009,Wolfsburg,16,131,VfL Wolfsburg,7,Borussia Dortmund,1,3,win_away,4,2009_VfL Wolfsburg_Borussia Dortmund,5.0,7.0,12.0,-12.0
2009,Gelsenkirchen,17,9,FC Schalke 04,81,1. FSV Mainz 05,1,0,win_home,1,2009_FC Schalke 04_1. FSV Mainz 05,6.0,2.0,2.0,13.0
2009,München,17,40,FC Bayern München,54,Hertha BSC,5,2,win_home,7,2009_FC Bayern München_Hertha BSC,27.0,16.0,9.0,54.0
2009,Dortmund,17,7,Borussia Dortmund,112,SC Freiburg,1,0,win_home,1,2009_Borussia Dortmund_SC Freiburg,10.0,8.0,2.0,10.0
2009,Leverkusen,17,6,Bayer Leverkusen,87,Borussia Mönchengladbach,3,2,win_home,5,2009_Bayer Leverkusen_Borussia Mönchengladbach,20.0,21.0,13.0,24.0
2009,Leverkusen,17,6,Bayer Leverkusen,87,Borussia Mönchengladbach,3,2,win_home,5,2009_Bayer Leverkusen_Borussia Mönchengladbach,18.0,21.0,13.0,17.0
2009,Hannover,17,55,Hannover 96,129,VfL Bochum,2,3,win_away,5,2009_Hannover 96_VfL Bochum,11.0,9.0,14.0,1.0
2009,Frankfurt,17,91,Eintracht Frankfurt,131,VfL Wolfsburg,2,2,draw,4,2009_Eintracht Frankfurt_VfL Wolfsburg,2.0,6.0,10.0,-11.0
2009,Frankfurt,17,91,Eintracht Frankfurt,131,VfL Wolfsburg,2,2,draw,4,2009_Eintracht Frankfurt_VfL Wolfsburg,2.0,5.0,9.0,-9.0
2009,Stuttgart,17,16,VfB Stuttgart,175,TSG 1899 Hoffenheim,3,1,win_home,4,2009_VfB Stuttgart_TSG 1899 Hoffenheim,0.0,2.0,0.0,0.0
2009,Hamburg,17,100,Hamburger SV,134,Werder Bremen,2,1,win_home,3,2009_Hamburger SV_Werder Bremen,28.0,32.0,30.0,3.0
2009,Köln,17,65,1. FC Köln,79,1. FC Nürnberg,3,0,win_home,3,2009_1. FC Köln_1. FC Nürnberg,22.0,10.0,14.0,30.0
2009,Hannover,18,55,Hannover 96,54,Hertha BSC,0,3,win_away,3,2009_Hannover 96_Hertha BSC,11.0,17.0,22.0,-20.0
2009,Frankfurt,18,91,Eintracht Frankfurt,134,Werder Bremen,1,0,win_home,1,2009_Eintracht Frankfurt_Werder Bremen,27.0,15.0,36.0,-12.0
2009,Gladbach,18,87,Borussia Mönchengladbach,129,VfL Bochum,1,2,win_away,3,2009_Borussia Mönchengladbach_VfL Bochum,24.0,20.0,18.0,24.0
2009,Stuttgart,18,16,VfB Stuttgart,131,VfL Wolfsburg,3,1,win_home,4,2009_VfB Stuttgart_VfL Wolfsburg,12.0,4.0,6.0,6.0
2009,Bremen,19,134,Werder Bremen,40,FC Bayern München,2,3,win_away,5,2009_Werder Bremen_FC Bayern München,25.0,22.0,37.0,-38.0
2009,Bochum,19,129,VfL Bochum,9,FC Schalke 04,2,2,draw,4,2009_VfL Bochum_FC Schalke 04,14.0,10.0,30.0,-17.0
2009,Berlin,19,54,Hertha BSC,87,Borussia Mönchengladbach,0,0,draw,0,2009_Hertha BSC_Borussia Mönchengladbach,18.0,12.0,14.0,8.0
2009,Dortmund,19,7,Borussia Dortmund,100,Hamburger SV,1,0,win_home,1,2009_Borussia Dortmund_Hamburger SV,27.0,26.0,29.0,-10.0
2009,Hamburg,20,100,Hamburger SV,131,VfL Wolfsburg,1,1,draw,2,2009_Hamburger SV_VfL Wolfsburg,7.0,8.0,7.0,-2.0
2009,Frankfurt,20,91,Eintracht Frankfurt,65,1. FC Köln,1,2,win_away,3,2009_Eintracht Frankfurt_1. FC Köln,26.0,23.0,27.0,-12.0
2009,Berlin,20,54,Hertha BSC,129,VfL Bochum,0,0,draw,0,2009_Hertha BSC_VfL Bochum,13.0,11.0,18.0,-11.0
2009,Stuttgart,20,16,VfB Stuttgart,7,Borussia Dortmund,4,1,win_home,5,2009_VfB Stuttgart_Borussia Dortmund,36.0,18.0,26.0,18.0
2009,Wolfsburg,21,131,VfL Wolfsburg,40,FC Bayern München,1,3,win_away,4,2009_VfL Wolfsburg_FC Bayern München,2.0,4.0,16.0,-30.0
2009,Stuttgart,22,16,VfB Stuttgart,100,Hamburger SV,1,3,win_away,4,2009_VfB Stuttgart_Hamburger SV,30.0,20.0,36.0,5.0
2009,München,22,40,FC Bayern München,7,Borussia Dortmund,3,1,win_home,4,2009_FC Bayern München_Borussia Dortmund,35.0,25.0,18.0,51.0
2009,Gelsenkirchen,22,9,FC Schalke 04,65,1. FC Köln,2,0,win_home,2,2009_FC Schalke 04_1. FC Köln,20.0,18.0,30.0,-28.0
2009,Köln,23,65,1. FC Köln,16,VfB Stuttgart,1,5,win_away,6,2009_1. FC Köln_VfB Stuttgart,30.0,21.0,23.0,1.0
2009,Wolfsburg,23,131,VfL Wolfsburg,9,FC Schalke 04,2,1,win_home,3,2009_VfL Wolfsburg_FC Schalke 04,5.0,11.0,6.0,-1.0
2009,Gelsenkirchen,24,9,FC Schalke 04,7,Borussia Dortmund,2,1,win_home,3,2009_FC Schalke 04_Borussia Dortmund,25.0,21.0,26.0,-7.0
2009,Stuttgart,24,16,VfB Stuttgart,91,Eintracht Frankfurt,2,1,win_home,3,2009_VfB Stuttgart_Eintracht Frankfurt,32.0,17.0,27.0,9.0
2009,Hannover,24,55,Hannover 96,131,VfL Wolfsburg,0,1,win_away,1,2009_Hannover 96_VfL Wolfsburg,9.0,6.0,9.0,6.0
2009,Bremen,25,134,Werder Bremen,16,VfB Stuttgart,2,2,draw,4,2009_Werder Bremen_VfB Stuttgart,28.0,26.0,30.0,14.0
2009,Hamburg,25,100,Hamburger SV,54,Hertha BSC,1,0,win_home,1,2009_Hamburger SV_Hertha BSC,22.0,11.0,21.0,10.0
2009,Frankfurt,25,91,Eintracht Frankfurt,9,FC Schalke 04,1,4,win_away,5,2009_Eintracht Frankfurt_FC Schalke 04,27.0,18.0,25.0,7.0
2009,Wolfsburg,25,131,VfL Wolfsburg,129,VfL Bochum,4,1,win_home,5,2009_VfL Wolfsburg_VfL Bochum,7.0,2.0,11.0,-8.0
2009,Gelsenkirchen,26,9,FC Schalke 04,16,VfB Stuttgart,2,1,win_home,3,2009_FC Schalke 04_VfB Stuttgart,28.0,13.0,35.0,-33.0
2009,Gladbach,26,87,Borussia Mönchengladbach,131,VfL Wolfsburg,0,4,win_away,4,2009_Borussia Mönchengladbach_VfL Wolfsburg,6.0,1.0,9.0,-7.0
2009,Bochum,26,129,VfL Bochum,7,Borussia Dortmund,1,4,win_away,5,2009_VfL Bochum_Borussia Dortmund,16.0,19.0,21.0,-8.0
2009,Hannover,26,55,Hannover 96,91,Eintracht Frankfurt,2,1,win_home,3,2009_Hannover 96_Eintracht Frankfurt,13.0,14.0,11.0,1.0
2009,Leverkusen,26,6,Bayer Leverkusen,100,Hamburger SV,4,2,win_home,6,2009_Bayer Leverkusen_Hamburger SV,20.0,15.0,23.0,5.0
2009,Köln,27,65,1. FC Köln,87,Borussia Mönchengladbach,1,1,draw,2,2009_1. FC Köln_Borussia Mönchengladbach,20.0,16.0,40.0,-45.0
2009,Bremen,27,134,Werder Bremen,129,VfL Bochum,3,2,win_home,5,2009_Werder Bremen_VfL Bochum,38.0,14.0,10.0,62.0
2009,Dortmund,27,7,Borussia Dortmund,6,Bayer Leverkusen,3,0,win_home,3,2009_Borussia Dortmund_Bayer Leverkusen,21.0,16.0,23.0,-2.0
2009,Wolfsburg,27,131,VfL Wolfsburg,54,Hertha BSC,1,5,win_away,6,2009_VfL Wolfsburg_Hertha BSC,9.0,8.0,15.0,-13.0
2009,Bochum,28,129,VfL Bochum,91,Eintracht Frankfurt,1,2,win_away,3,2009_VfL Bochum_Eintracht Frankfurt,23.0,15.0,20.0,-4.0
2009,München,28,40,FC Bayern München,16,VfB Stuttgart,1,2,win_away,3,2009_FC Bayern München_VfB Stuttgart,48.0,18.0,16.0,65.0
2009,Berlin,28,54,Hertha BSC,7,Borussia Dortmund,0,0,draw,0,2009_Hertha BSC_Borussia Dortmund,14.0,12.0,20.0,-14.0
2009,Hannover,28,55,Hannover 96,65,1. FC Köln,1,4,win_away,5,2009_Hannover 96_1. FC Köln,15.0,6.0,15.0,0.0
2009,Gladbach,28,87,Borussia Mönchengladbach,100,Hamburger SV,1,0,win_home,1,2009_Borussia Mönchengladbach_Hamburger SV,26.0,21.0,33.0,-5.0
2009,Dortmund,29,7,Borussia Dortmund,134,Werder Bremen,2,1,win_home,3,2009_Borussia Dortmund_Werder Bremen,28.0,14.0,38.0,-26.0
2009,Stuttgart,29,16,VfB Stuttgart,87,Borussia Mönchengladbach,2,1,win_home,3,2009_VfB Stuttgart_Borussia Mönchengladbach,30.0,24.0,22.0,28.0
2009,Köln,29,65,1. FC Köln,54,Hertha BSC,0,3,win_away,3,2009_1. FC Köln_Hertha BSC,21.0,9.0,12.0,26.0
2009,Hamburg,29,100,Hamburger SV,55,Hannover 96,0,0,draw,0,2009_Hamburger SV_Hannover 96,17.0,11.0,12.0,11.0
2009,Hannover,30,55,Hannover 96,9,FC Schalke 04,4,2,win_home,6,2009_Hannover 96_FC Schalke 04,11.0,12.0,23.0,-28.0
2009,Sinsheim,30,175,TSG 1899 Hoffenheim,65,1. FC Köln,0,2,win_away,2,2009_TSG 1899 Hoffenheim_1. FC Köln,0.0,0.0,2.0,-4.0
2009,Köln,31,65,1. FC Köln,129,VfL Bochum,2,0,win_home,2,2009_1. FC Köln_VfL Bochum,32.0,13.0,11.0,40.0
2009,Wolfsburg,31,131,VfL Wolfsburg,134,Werder Bremen,2,4,win_away,6,2009_VfL Wolfsburg_Werder Bremen,8.0,4.0,10.0,-13.0
2009,München,31,40,FC Bayern München,55,Hannover 96,7,0,win_home,7,2009_FC Bayern München_Hannover 96,24.0,8.0,6.0,56.0
2009,Bochum,32,129,VfL Bochum,16,VfB Stuttgart,0,2,win_away,2,2009_VfL Bochum_VfB Stuttgart,15.0,15.0,30.0,-28.0
2009,Berlin,32,54,Hertha BSC,9,FC Schalke 04,0,1,win_away,1,2009_Hertha BSC_FC Schalke 04,25.0,10.0,25.0,-8.0
2009,Gelsenkirchen,33,9,FC Schalke 04,134,Werder Bremen,0,2,win_away,2,2009_FC Schalke 04_Werder Bremen,25.0,16.0,37.0,-38.0
2009,Berlin,34,54,Hertha BSC,40,FC Bayern München,1,3,win_away,4,2009_Hertha BSC_FC Bayern München,8.0,16.0,26.0,-52.0
2009,Bremen,34,134,Werder Bremen,100,Hamburger SV,1,1,draw,2,2009_Werder Bremen_Hamburger SV,29.0,32.0,27.0,-4.0
2009,Bochum,34,129,VfL Bochum,55,Hannover 96,0,3,win_away,3,2009_VfL Bochum_Hannover 96,14.0,8.0,10.0,1.0
2010,München,1,40,FC Bayern München,131,VfL Wolfsburg,2,1,win_home,3,2010_FC Bayern München_VfL Wolfsburg,19.0,4.0,3.0,33.0
2010,Sinsheim,1,175,TSG 1899 Hoffenheim,134,Werder Bremen,4,1,win_home,5,2010_TSG 1899 Hoffenheim_Werder Bremen,0.0,1.0,3.0,-4.0
2010,Sinsheim,1,175,TSG 1899 Hoffenheim,134,Werder Bremen,4,1,win_home,5,2010_TSG 1899 Hoffenheim_Werder Bremen,0.0,1.0,1.0,-1.0
2010,Gladbach,1,87,Borussia Mönchengladbach,79,1. FC Nürnberg,1,1,draw,2,2010_Borussia Mönchengladbach_1. FC Nürnberg,23.0,9.0,22.0,13.0
2010,Gladbach,1,87,Borussia Mönchengladbach,79,1. FC Nürnberg,1,1,draw,2,2010_Borussia Mönchengladbach_1. FC Nürnberg,22.0,9.0,21.0,13.0
2010,Köln,1,65,1. FC Köln,76,1. FC Kaiserslautern,1,3,win_away,4,2010_1. FC Köln_1. FC Kaiserslautern,22.0,23.0,35.0,-19.0
2010,Freiburg,1,112,SC Freiburg,98,FC St. Pauli,1,3,win_away,4,2010_SC Freiburg_FC St. Pauli,8.0,7.0,7.0,-1.0
2010,Hannover,1,55,Hannover 96,91,Eintracht Frankfurt,2,1,win_home,3,2010_Hannover 96_Eintracht Frankfurt,14.0,15.0,13.0,-3.0
2010,Hannover,1,55,Hannover 96,91,Eintracht Frankfurt,2,1,win_home,3,2010_Hannover 96_Eintracht Frankfurt,13.0,15.0,12.0,-3.0
2010,Hamburg,1,100,Hamburger SV,9,FC Schalke 04,2,1,win_home,3,2010_Hamburger SV_FC Schalke 04,32.0,21.0,31.0,17.0
2010,Hamburg,1,100,Hamburger SV,9,FC Schalke 04,2,1,win_home,3,2010_Hamburger SV_FC Schalke 04,32.0,19.0,31.0,17.0
2010,Mainz,1,81,1. FSV Mainz 05,16,VfB Stuttgart,2,0,win_home,2,2010_1. FSV Mainz 05_VfB Stuttgart,2.0,3.0,5.0,-3.0
2010,Dortmund,1,7,Borussia Dortmund,6,Bayer Leverkusen,0,2,win_away,2,2010_Borussia Dortmund_Bayer Leverkusen,23.0,18.0,23.0,2.0
2010,Dortmund,1,7,Borussia Dortmund,6,Bayer Leverkusen,0,2,win_away,2,2010_Borussia Dortmund_Bayer Leverkusen,22.0,17.0,23.0,-1.0
2010,Kaiserslautern,2,76,1. FC Kaiserslautern,40,FC Bayern München,2,0,win_home,2,2010_1. FC Kaiserslautern_FC Bayern München,21.0,15.0,44.0,-67.0
2010,Gelsenkirchen,2,9,FC Schalke 04,55,Hannover 96,1,2,win_away,3,2010_FC Schalke 04_Hannover 96,25.0,12.0,13.0,30.0
2010,Bremen,2,134,Werder Bremen,65,1. FC Köln,4,2,win_home,6,2010_Werder Bremen_1. FC Köln,31.0,18.0,31.0,-7.0
2010,Bremen,2,134,Werder Bremen,65,1. FC Köln,4,2,win_home,6,2010_Werder Bremen_1. FC Köln,30.0,17.0,31.0,-8.0
2010,Wolfsburg,2,131,VfL Wolfsburg,81,1. FSV Mainz 05,3,4,win_away,7,2010_VfL Wolfsburg_1. FSV Mainz 05,9.0,5.0,4.0,3.0
2010,Frankfurt,2,91,Eintracht Frankfurt,100,Hamburger SV,1,3,win_away,4,2010_Eintracht Frankfurt_Hamburger SV,25.0,20.0,39.0,-47.0
2010,Nürnberg,2,79,1. FC Nürnberg,112,SC Freiburg,1,2,win_away,3,2010_1. FC Nürnberg_SC Freiburg,11.0,2.0,5.0,15.0
2010,Hamburg,2,98,FC St. Pauli,175,TSG 1899 Hoffenheim,0,1,win_away,1,2010_FC St. Pauli_TSG 1899 Hoffenheim,1.0,1.0,0.0,2.0
2010,Leverkusen,2,6,Bayer Leverkusen,87,Borussia Mönchengladbach,3,6,win_away,9,2010_Bayer Leverkusen_Borussia Mönchengladbach,21.0,22.0,13.0,25.0
2010,Stuttgart,2,16,VfB Stuttgart,7,Borussia Dortmund,1,3,win_away,4,2010_VfB Stuttgart_Borussia Dortmund,38.0,19.0,27.0,19.0
2010,Stuttgart,2,16,VfB Stuttgart,7,Borussia Dortmund,1,3,win_away,4,2010_VfB Stuttgart_Borussia Dortmund,37.0,18.0,27.0,16.0
2010,Sinsheim,3,175,TSG 1899 Hoffenheim,9,FC Schalke 04,2,0,win_home,2,2010_TSG 1899 Hoffenheim_FC Schalke 04,1.0,2.0,1.0,-1.0
2010,Dortmund,3,7,Borussia Dortmund,131,VfL Wolfsburg,2,0,win_home,2,2010_Borussia Dortmund_VfL Wolfsburg,13.0,9.0,6.0,11.0
2010,Dortmund,3,7,Borussia Dortmund,131,VfL Wolfsburg,2,0,win_home,2,2010_Borussia Dortmund_VfL Wolfsburg,12.0,8.0,6.0,9.0
